,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,time_diff
5030,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:24,0,5582,1.0
5031,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:25,0,5582,1.0
5032,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:26,0,5582,2.0
5033,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:28,0,5582,1.0
5034,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:29,0,5582,1.0
5035,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:30,0,5582,1.0
5036,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:31,0,5582,1.0
5037,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:32,0,5582,1.0
5038,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:33,0,5582,1.0
5039,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:34,0,5582,1.0
5040,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:35,0,5582,1.0
5041,AA00004,AAA9101004,0,115.782658,28.673213,1,0,0,0,0,2018-08-01 02:08:36,0,5582,1.0
5042,AA00004,AAA9101004,306,115.78263,28.673228,1,0,0,0,0,2018-08-01 02:08:37,0,5582,1.0
5043,AA00004,AAA9101004,309,115.782606,28.673241,1,0,0,0,0,2018-08-01 02:08:38,0,5582,1.0
5044,AA00004,AAA9101004,309,115.782578,28.673253000000006,1,0,0,0,0,2018-08-01 02:08:39,0,5582,1.0
5045,AA00004,AAA9101004,294,115.78255,28.673258,1,0,0,0,0,2018-08-01 02:08:40,0,5582,1.0
5046,AA00004,AAA9101004,301,115.782518,28.673273,1,0,0,0,0,2018-08-01 02:08:41,12,5582,1.0
5047,AA00004,AAA9101004,285,115.782486,28.673281,1,0,0,0,0,2018-08-01 02:08:42,11,5582,1.0
5048,AA00004,AAA9101004,274,115.782453,28.673285,1,0,0,0,0,2018-08-01 02:08:43,11,5582,1.0
5049,AA00004,AAA9101004,269,115.782421,28.673285,1,0,0,0,0,2018-08-01 02:08:44,12,5582,1.0
5050,AA00004,AAA9101004,229,115.782403,28.673276,1,0,0,0,0,2018-08-01 02:08:45,0,5582,1.0
5051,AA00004,AAA9101004,258,115.782373,28.673271000000003,1,0,0,0,0,2018-08-01 02:08:46,11,5582,1.0
5052,AA00004,AAA9101004,243,115.782343,28.673258,1,0,0,0,0,2018-08-01 02:08:47,11,5582,1.0
5053,AA00004,AAA9101004,228,115.782308,28.673235,1,0,0,0,0,2018-08-01 02:08:48,14,5582,2.0
5054,AA00004,AAA9101004,174,115.782271,28.673168,1,0,0,0,0,2018-08-01 02:08:50,18,5582,1.0
5055,AA00004,AAA9101004,173,115.782265,28.673125,1,0,0,0,0,2018-08-01 02:08:51,18,5582,1.0
5056,AA00004,AAA9101004,182,115.782258,28.673093,1,0,0,0,0,2018-08-01 02:08:52,13,5582,1.0
5057,AA00004,AAA9101004,182,115.782253,28.673070000000006,1,0,0,0,0,2018-08-01 02:08:53,0,5582,1.0
5058,AA00004,AAA9101004,175,115.78225,28.673051,1,0,0,0,0,2018-08-01 02:08:54,0,5582,1.0
5059,AA00004,AAA9101004,183,115.782243,28.673033,1,0,0,0,0,2018-08-01 02:08:55,0,5582,1.0
5060,AA00004,AAA9101004,185,115.78224099999998,28.673015000000003,1,0,0,0,0,2018-08-01 02:08:56,0,5582,1.0
5061,AA00004,AAA9101004,190,115.782236,28.672995,1,0,0,0,0,2018-08-01 02:08:57,0,5582,1.0
5062,AA00004,AAA9101004,204,115.782231,28.672971,1,0,0,0,0,2018-08-01 02:08:58,0,5582,1.0
5063,AA00004,AAA9101004,223,115.782218,28.67295,1,0,0,0,0,2018-08-01 02:08:59,0,5582,1.0
5064,AA00004,AAA9101004,263,115.782195,28.672938,1,0,0,0,0,2018-08-01 02:09:00,0,5582,1.0
5065,AA00004,AAA9101004,279,115.78217,28.672938,1,0,0,0,0,2018-08-01 02:09:01,10,5582,1.0
5066,AA00004,AAA9101004,276,115.782141,28.672938,1,0,0,0,0,2018-08-01 02:09:02,11,5582,1.0
5067,AA00004,AAA9101004,283,115.782118,28.672938,1,0,0,0,0,2018-08-01 02:09:03,0,5582,1.0
5068,AA00004,AAA9101004,274,115.782105,28.672938,1,0,0,0,0,2018-08-01 02:09:04,0,5582,1.0
5069,AA00004,AAA9101004,273,115.782086,28.672936,1,0,0,0,0,2018-08-01 02:09:05,0,5582,1.0
5070,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:06,0,5582,1.0
5071,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:07,0,5582,1.0
5072,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:08,0,5582,1.0
5073,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:09,0,5582,1.0
5074,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:10,0,5582,1.0
5075,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:11,0,5582,1.0
5076,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:12,0,5582,1.0
5077,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:13,0,5582,1.0
5078,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:14,0,5582,1.0
5079,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:15,0,5582,1.0
5080,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:16,0,5582,1.0
5081,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:17,0,5582,1.0
5082,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:18,0,5582,1.0
5083,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:19,0,5582,1.0
5084,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:20,0,5582,1.0
5085,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:21,0,5582,1.0
5086,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:22,0,5582,1.0
5087,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:23,0,5582,1.0
5088,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:24,0,5582,1.0
5089,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:25,0,5582,1.0
5090,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:26,0,5582,1.0
5091,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:27,0,5582,1.0
5092,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:28,0,5582,1.0
5093,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:29,0,5582,1.0
5094,AA00004,AAA9101004,273,115.782071,28.672933,1,0,0,0,0,2018-08-01 02:09:30,0,5582,1.0
