,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,time_diff
40970,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:26,0,6011,3.0
40971,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:29,0,6011,1.0
40972,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:30,0,6011,1.0
40973,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:31,0,6011,2.0
40974,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:33,0,6011,1.0
40975,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:34,0,6011,1.0
40976,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:35,0,6011,1.0
40977,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:36,0,6011,1.0
40978,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:37,0,6011,1.0
40979,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:38,0,6011,1.0
40980,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:39,0,6011,1.0
40981,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:40,0,6011,1.0
40982,AA00004,AAA9101004,239,114.777771,28.698903,1,0,0,0,0,2018-08-06 00:30:41,0,6011,1.0
40983,AA00004,AAA9101004,239,114.777763,28.69888,1,0,0,0,0,2018-08-06 00:30:42,0,6011,1.0
40984,AA00004,AAA9101004,239,114.777763,28.69888,0,0,0,0,0,2018-08-06 00:30:43,0,6011,84561.0
