,location_time,Unnamed: 0,Unnamed: 0.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-02 09:06:06,0,17514.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,3.0
1,2018-08-02 09:06:07,1,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
2,2018-08-02 09:06:08,2,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
3,2018-08-02 09:06:09,3,17515.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
4,2018-08-02 09:06:10,4,17516.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
5,2018-08-02 09:06:11,5,17517.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
6,2018-08-02 09:06:12,6,17518.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
7,2018-08-02 09:06:13,7,17519.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
8,2018-08-02 09:06:14,8,17520.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
9,2018-08-02 09:06:15,9,17521.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
10,2018-08-02 09:06:16,10,17522.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
11,2018-08-02 09:06:17,11,17523.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
12,2018-08-02 09:06:18,12,17524.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
13,2018-08-02 09:06:19,13,17525.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
14,2018-08-02 09:06:20,14,17526.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
15,2018-08-02 09:06:21,15,17527.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
16,2018-08-02 09:06:22,16,17528.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,2.0
17,2018-08-02 09:06:23,17,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
18,2018-08-02 09:06:24,18,17529.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
19,2018-08-02 09:06:25,19,17530.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
20,2018-08-02 09:06:26,20,17531.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
21,2018-08-02 09:06:27,21,17532.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
22,2018-08-02 09:06:28,22,17533.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
23,2018-08-02 09:06:29,23,17534.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,2.0
24,2018-08-02 09:06:30,24,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
25,2018-08-02 09:06:31,25,17535.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
