,location_time,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-03 01:50:44,0,0,28772.0,AA00004,AAA9101004,353.0,115.91262781476371,28.62049789566839,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,3.0
1,2018-08-03 01:50:45,1,1,,AA00004,AAA9101004,353.0,115.91262613243157,28.62049942506172,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,
2,2018-08-03 01:50:46,2,2,,AA00004,AAA9101004,353.0,115.91262398603072,28.620501376335824,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,
3,2018-08-03 01:50:47,3,3,28773.0,AA00004,AAA9101004,353.0,115.91262197487517,28.620503204659553,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
4,2018-08-03 01:50:48,4,4,28774.0,AA00004,AAA9101004,353.0,115.91262087860616,28.620504201267686,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
5,2018-08-03 01:50:49,5,5,28775.0,AA00004,AAA9101004,353.0,115.91262037829478,28.62050465609603,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,2.0
6,2018-08-03 01:50:50,6,6,,AA00004,AAA9101004,353.0,115.91262017309573,28.620504842640454,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,
7,2018-08-03 01:50:51,7,7,28776.0,AA00004,AAA9101004,353.0,115.91262007327141,28.620504933389725,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
8,2018-08-03 01:50:52,8,8,28777.0,AA00004,AAA9101004,353.0,115.91262002958393,28.62050497310555,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
9,2018-08-03 01:50:53,9,9,28778.0,AA00004,AAA9101004,353.0,115.91262001157114,28.620504989480786,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
10,2018-08-03 01:50:54,10,10,28779.0,AA00004,AAA9101004,353.0,115.9126200044236,28.62050499597854,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
11,2018-08-03 01:50:55,11,11,28780.0,AA00004,AAA9101004,353.0,115.91262000166225,28.620504998488844,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
12,2018-08-03 01:50:56,12,12,28781.0,AA00004,AAA9101004,353.0,115.91262000061627,28.620504999439728,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
13,2018-08-03 01:50:57,13,13,28782.0,AA00004,AAA9101004,353.0,115.91262000022603,28.620504999794502,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
14,2018-08-03 01:50:58,14,14,28783.0,AA00004,AAA9101004,353.0,115.91262000008217,28.62050499992529,1.0,0.0,0.0,0.0,0.0,0.0,5866.0,1.0
