,location_time,Unnamed: 0,Unnamed: 0.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-01 02:08:24,0,5030.0,AA00004,AAA9101004,0.0,115.78265799995155,28.67321300002507,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
1,2018-08-01 02:08:25,1,5031.0,AA00004,AAA9101004,0.0,115.78265799988672,28.673213000058624,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
2,2018-08-01 02:08:26,2,5032.0,AA00004,AAA9101004,0.0,115.78265799966948,28.673213000171035,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,2.0
3,2018-08-01 02:08:27,3,,AA00004,AAA9101004,0.0,115.78265799900757,28.673213000513574,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,
4,2018-08-01 02:08:28,4,5033.0,AA00004,AAA9101004,0.0,115.78265799834564,28.67321300085611,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
5,2018-08-01 02:08:29,5,5034.0,AA00004,AAA9101004,0.0,115.78265799545791,28.67321300235044,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
6,2018-08-01 02:08:30,6,5035.0,AA00004,AAA9101004,0.0,115.78265798645931,28.673213007007014,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
7,2018-08-01 02:08:31,7,5036.0,AA00004,AAA9101004,0.0,115.78265795924318,28.673213021090703,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
8,2018-08-01 02:08:32,8,5037.0,AA00004,AAA9101004,0.0,115.78265787719322,28.673213063549554,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
9,2018-08-01 02:08:33,9,5038.0,AA00004,AAA9101004,0.0,115.78265762992024,28.67321319150709,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
10,2018-08-01 02:08:34,10,5039.0,AA00004,AAA9101004,0.0,115.78265688474562,28.67321357711568,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
11,2018-08-01 02:08:35,11,5040.0,AA00004,AAA9101004,0.0,115.78265463911892,28.67321473916789,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
12,2018-08-01 02:08:36,12,5041.0,AA00004,AAA9101004,0.0,115.7826478717965,28.673218241073,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
13,2018-08-01 02:08:37,13,5042.0,AA00004,AAA9101004,306.0,115.78262747809048,28.673228794246697,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
14,2018-08-01 02:08:38,14,5043.0,AA00004,AAA9101004,309.0,115.78260369143273,28.67324041598923,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
15,2018-08-01 02:08:39,15,5044.0,AA00004,AAA9101004,309.0,115.78257679885179,28.67325125201195,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
16,2018-08-01 02:08:40,16,5045.0,AA00004,AAA9101004,294.0,115.78254829025843,28.67325973631573,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
17,2018-08-01 02:08:41,17,5046.0,AA00004,AAA9101004,301.0,115.78251748139571,28.67327055663497,1.0,0.0,0.0,0.0,0.0,12.0,5582.0,1.0
18,2018-08-01 02:08:42,18,5047.0,AA00004,AAA9101004,285.0,115.78248597480835,28.673278089684572,1.0,0.0,0.0,0.0,0.0,11.0,5582.0,1.0
19,2018-08-01 02:08:43,19,5048.0,AA00004,AAA9101004,274.0,115.78245443432863,28.673281707235837,1.0,0.0,0.0,0.0,0.0,11.0,5582.0,1.0
20,2018-08-01 02:08:44,20,5049.0,AA00004,AAA9101004,269.0,115.78242482358057,28.673280894747343,1.0,0.0,0.0,0.0,0.0,12.0,5582.0,1.0
21,2018-08-01 02:08:45,21,5050.0,AA00004,AAA9101004,229.0,115.7824003570397,28.673274559108,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
22,2018-08-01 02:08:46,22,5051.0,AA00004,AAA9101004,258.0,115.78237233468685,28.67326628491268,1.0,0.0,0.0,0.0,0.0,11.0,5582.0,1.0
23,2018-08-01 02:08:47,23,5052.0,AA00004,AAA9101004,243.0,115.78234341722882,28.67325166710379,1.0,0.0,0.0,0.0,0.0,11.0,5582.0,1.0
24,2018-08-01 02:08:48,24,5053.0,AA00004,AAA9101004,228.0,115.78231506110693,28.673228529103408,1.0,0.0,0.0,0.0,0.0,14.0,5582.0,2.0
25,2018-08-01 02:08:49,25,,AA00004,AAA9101004,228.0,115.78229620492786,28.67319668524704,1.0,0.0,0.0,0.0,0.0,16.0,5582.0,
26,2018-08-01 02:08:50,26,5054.0,AA00004,AAA9101004,174.0,115.78227734874879,28.673164841390676,1.0,0.0,0.0,0.0,0.0,18.0,5582.0,1.0
27,2018-08-01 02:08:51,27,5055.0,AA00004,AAA9101004,173.0,115.78226703411278,28.673128747984098,1.0,0.0,0.0,0.0,0.0,18.0,5582.0,1.0
28,2018-08-01 02:08:52,28,5056.0,AA00004,AAA9101004,182.0,115.7822594561512,28.673097697063564,1.0,0.0,0.0,0.0,0.0,13.0,5582.0,1.0
29,2018-08-01 02:08:53,29,5057.0,AA00004,AAA9101004,182.0,115.78225383728031,28.673072965507583,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
30,2018-08-01 02:08:54,30,5058.0,AA00004,AAA9101004,175.0,115.78224934487764,28.6730522237046,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
31,2018-08-01 02:08:55,31,5059.0,AA00004,AAA9101004,183.0,115.78224397107981,28.673033128257032,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
32,2018-08-01 02:08:56,32,5060.0,AA00004,AAA9101004,185.0,115.78223990376301,28.67301420536461,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
33,2018-08-01 02:08:57,33,5061.0,AA00004,AAA9101004,190.0,115.78223436158005,28.672994213380765,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
34,2018-08-01 02:08:58,34,5062.0,AA00004,AAA9101004,204.0,115.78222661508345,28.6729731630904,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
35,2018-08-01 02:08:59,35,5063.0,AA00004,AAA9101004,223.0,115.78221296916405,28.672955022992554,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
36,2018-08-01 02:09:00,36,5064.0,AA00004,AAA9101004,263.0,115.78219255480805,28.672943640760327,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
37,2018-08-01 02:09:01,37,5065.0,AA00004,AAA9101004,279.0,115.78216885071475,28.672939847529683,1.0,0.0,0.0,0.0,0.0,10.0,5582.0,1.0
38,2018-08-01 02:09:02,38,5066.0,AA00004,AAA9101004,276.0,115.78214360038456,28.672938539940176,1.0,0.0,0.0,0.0,0.0,11.0,5582.0,1.0
39,2018-08-01 02:09:03,39,5067.0,AA00004,AAA9101004,283.0,115.78212184858549,28.67293795877848,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
40,2018-08-01 02:09:04,40,5068.0,AA00004,AAA9101004,274.0,115.78210527463463,28.672937322157498,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
41,2018-08-01 02:09:05,41,5069.0,AA00004,AAA9101004,273.0,115.78208907017448,28.672935773576512,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
42,2018-08-01 02:09:06,42,5070.0,AA00004,AAA9101004,273.0,115.78207699629615,28.672933920368163,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
43,2018-08-01 02:09:07,43,5071.0,AA00004,AAA9101004,273.0,115.78207298977422,28.672933305409842,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
44,2018-08-01 02:09:08,44,5072.0,AA00004,AAA9101004,273.0,115.78207166027453,28.6729331013455,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
45,2018-08-01 02:09:09,45,5073.0,AA00004,AAA9101004,273.0,115.78207121910143,28.672933033629928,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
46,2018-08-01 02:09:10,46,5074.0,AA00004,AAA9101004,273.0,115.78207107270529,28.67293301115957,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
47,2018-08-01 02:09:11,47,5075.0,AA00004,AAA9101004,273.0,115.78207102412607,28.672933003703125,1.0,0.0,0.0,0.0,0.0,0.0,5582.0,1.0
