,Unnamed: 0,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,time_diff
0,130029,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:47:48,0,14639,3.0
1,130030,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:47:51,0,14639,1.0
2,130031,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:47:52,0,14639,4.0
3,130032,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:47:56,0,14639,1.0
4,130033,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:47:57,0,14639,1.0
5,130034,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:47:58,0,14639,2.0
6,130035,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:48:00,0,14639,1.0
7,130036,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:48:01,0,14639,1.0
8,130037,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:48:02,0,14639,1.0
9,130038,AB00006,AAA7109006,0,115.64919499999999,24.959956,1,0,0,0,0,2018-09-29 06:48:03,0,14639,1.0
10,130039,AB00006,AAA7109006,0,115.64919499999998,24.959956000000002,1,0,0,0,0,2018-09-29 06:48:04,0,14639,1.0
11,130040,AB00006,AAA7109006,0,115.64919499999996,24.95995600000001,1,0,0,0,0,2018-09-29 06:48:05,0,14639,1.0
12,130041,AB00006,AAA7109006,0,115.6491949999999,24.95995600000003,1,0,0,0,0,2018-09-29 06:48:06,0,14639,1.0
13,130042,AB00006,AAA7109006,0,115.64919499999974,24.959956000000098,1,0,0,0,0,2018-09-29 06:48:07,0,14639,1.0
14,130043,AB00006,AAA7109006,0,115.64919499999915,24.95995600000032,1,0,0,0,0,2018-09-29 06:48:08,0,14639,1.0
15,130044,AB00006,AAA7109006,0,115.64919499999728,24.95995600000104,1,0,0,0,0,2018-09-29 06:48:09,0,14639,1.0
16,130045,AB00006,AAA7109006,0,115.6491949999913,24.95995600000334,1,0,0,0,0,2018-09-29 06:48:10,0,14639,1.0
17,130046,AB00006,AAA7109006,0,115.64919499997205,24.959956000010727,1,0,0,0,0,2018-09-29 06:48:11,0,14639,1.0
18,130047,AB00006,AAA7109006,0,115.6491949999103,24.95995600003445,1,0,0,0,0,2018-09-29 06:48:12,0,14639,1.0
19,130048,AB00006,AAA7109006,0,115.64919499971207,24.959956000110605,1,0,0,0,0,2018-09-29 06:48:13,0,14639,1.0
20,130049,AB00006,AAA7109006,0,115.64919499907555,24.95995600035512,1,0,0,0,0,2018-09-29 06:48:14,0,14639,1.0
21,130050,AB00006,AAA7109006,0,115.6491949970319,24.95995600114018,1,0,0,0,0,2018-09-29 06:48:15,0,14639,1.0
22,130051,AB00006,AAA7109006,0,115.64919499047039,24.959956003660757,1,0,0,0,0,2018-09-29 06:48:16,0,14639,2.0
23,130052,AB00006,AAA7109006,0,115.64919496940352,24.9599560117535,1,0,0,0,0,2018-09-29 06:48:18,0,14639,1.0
24,130053,AB00006,AAA7109006,0,115.64919490176464,24.959956037736664,1,0,0,0,0,2018-09-29 06:48:19,0,14639,2.0
25,130054,AB00006,AAA7109006,0,115.64919468459816,24.95995612116012,1,0,0,0,0,2018-09-29 06:48:21,0,14639,1.0
26,130055,AB00006,AAA7109006,0,115.64919398734692,24.95995638900563,1,0,0,0,0,2018-09-29 06:48:22,0,14639,1.0
27,130056,AB00006,AAA7109006,0,115.64919174869922,24.959957248970202,1,0,0,0,0,2018-09-29 06:48:23,0,14639,1.0
28,130057,AB00006,AAA7109006,0,115.64918456112716,24.959960010035957,1,0,0,0,0,2018-09-29 06:48:24,0,14639,1.0
29,130058,AB00006,AAA7109006,0,115.64916148416317,24.959968874917557,1,0,0,0,0,2018-09-29 06:48:25,0,14639,1.0
30,130059,AB00006,AAA7109006,0,115.64908739151241,24.959997337161013,1,0,0,0,0,2018-09-29 06:48:26,0,14639,1.0
31,130060,AB00006,AAA7109006,104,115.64884950402856,24.96008872014155,1,0,0,0,0,2018-09-29 06:48:27,0,14639,1.0
32,130061,AB00006,AAA7109006,104,115.64878590734273,24.96008226052619,1,0,0,0,0,2018-09-29 06:48:28,0,14639,1.0
33,130062,AB00006,AAA7109006,104,115.64890634816152,24.960021400597125,1,0,0,0,0,2018-09-29 06:48:29,0,14639,1.0
34,130063,AB00006,AAA7109006,104,115.64903492960772,24.959977893900323,1,0,0,0,0,2018-09-29 06:48:30,0,14639,1.0
35,130064,AB00006,AAA7109006,104,115.64910099629593,24.959975323336515,1,0,0,0,0,2018-09-29 06:48:31,0,14639,1.0
36,130065,AB00006,AAA7109006,104,115.64912291538418,24.959976289214183,1,0,0,0,0,2018-09-29 06:48:32,0,14639,1.0
37,130066,AB00006,AAA7109006,104,115.64912948430963,24.95997769531884,1,0,0,0,0,2018-09-29 06:48:33,0,14639,1.0
38,130067,AB00006,AAA7109006,104,115.64913374614741,24.95997863765865,1,0,0,0,0,2018-09-29 06:48:34,0,14639,1.0
39,130068,AB00006,AAA7109006,104,115.64913609945002,24.959980550600793,1,0,0,0,0,2018-09-29 06:48:35,0,14639,1.0
40,130069,AB00006,AAA7109006,104,115.64913860412885,24.95998330163099,1,0,0,0,0,2018-09-29 06:48:36,0,14639,1.0
41,130070,AB00006,AAA7109006,104,115.6491420283733,24.959989556051323,1,0,0,0,0,2018-09-29 06:48:37,0,14639,1.0
42,130071,AB00006,AAA7109006,104,115.6491470179426,24.959995134721918,1,0,0,0,0,2018-09-29 06:48:38,0,14639,1.0
43,130072,AB00006,AAA7109006,104,115.64915051268633,24.960000918457705,1,0,0,0,0,2018-09-29 06:48:39,0,14639,1.0
44,130073,AB00006,AAA7109006,104,115.64916087635245,24.960015710876238,1,0,0,0,0,2018-09-29 06:48:40,0,14639,1.0
45,130074,AB00006,AAA7109006,104,115.64917866249189,24.96003462960911,1,0,0,0,0,2018-09-29 06:48:41,0,14639,1.0
46,130075,AB00006,AAA7109006,104,115.64917158071404,24.960048418162962,1,0,0,0,0,2018-09-29 06:48:42,0,14639,1.0
47,130076,AB00006,AAA7109006,104,115.64913950653892,24.960067409625296,1,0,0,0,0,2018-09-29 06:48:43,0,14639,1.0
48,130077,AB00006,AAA7109006,104,115.64912951330102,24.960073325381497,1,0,0,0,0,2018-09-29 06:48:44,0,14639,1.0
49,130078,AB00006,AAA7109006,104,115.64912638992485,24.96007517000847,1,0,0,0,0,2018-09-29 06:48:45,0,14639,1.0
50,130079,AB00006,AAA7109006,104,115.64912538220447,24.96007575127666,1,0,0,0,0,2018-09-29 06:48:46,0,14639,1.0
51,130080,AB00006,AAA7109006,104,115.64912495625163,24.96007595395448,1,0,0,0,0,2018-09-29 06:48:47,0,14639,1.0
52,130081,AB00006,AAA7109006,104,115.64912446370779,24.960076086544873,1,0,0,0,0,2018-09-29 06:48:48,0,14639,2.0
53,130082,AB00006,AAA7109006,104,115.64912315485395,24.960076350868373,1,0,0,0,0,2018-09-29 06:48:50,0,14639,2.0
54,130083,AB00006,AAA7109006,104,115.64911903743564,24.960077149261274,1,0,0,0,0,2018-09-29 06:48:52,0,14639,1.0
55,130084,AB00006,AAA7109006,104,115.6491058441795,24.960079696986178,1,0,0,0,0,2018-09-29 06:48:53,0,14639,1.0
56,130085,AB00006,AAA7109006,104,115.64906349314667,24.960087872026982,1,0,0,0,0,2018-09-29 06:48:54,0,14639,1.0
57,130086,AB00006,AAA7109006,104,115.6489275202773,24.96011411790792,1,0,0,0,0,2018-09-29 06:48:55,0,14639,1.0
58,130087,AB00006,AAA7109006,104,115.64888518967757,24.960122277628287,1,0,0,0,0,2018-09-29 06:48:56,0,14639,1.0
59,130088,AB00006,AAA7109006,104,115.64887206838965,24.96012477139255,1,0,0,0,0,2018-09-29 06:48:57,0,14639,2.0
60,130089,AB00006,AAA7109006,104,115.6488681840201,24.960125395049253,1,0,0,0,0,2018-09-29 06:48:59,0,14639,1.0
61,130090,AB00006,AAA7109006,104,115.64886762402772,24.96012509788903,1,0,0,0,0,2018-09-29 06:49:00,0,14639,1.0
62,130091,AB00006,AAA7109006,104,115.64886953602768,24.96012342759449,1,0,0,0,0,2018-09-29 06:49:01,0,14639,1.0
63,130092,AB00006,AAA7109006,104,115.6488768303458,24.960117841752993,1,0,0,0,0,2018-09-29 06:49:02,0,14639,1.0
64,130093,AB00006,AAA7109006,271,115.64890060993294,24.96009983796312,1,0,0,0,0,2018-09-29 06:49:03,0,14639,1.0
65,130094,AB00006,AAA7109006,271,115.64891009655173,24.96009528673989,1,0,0,0,0,2018-09-29 06:49:04,0,14639,1.0
66,130095,AB00006,AAA7109006,271,115.64891973013358,24.96009726050842,1,0,0,0,0,2018-09-29 06:49:05,0,14639,1.0
67,130096,AB00006,AAA7109006,271,115.64892134225929,24.96009810867405,1,0,0,0,0,2018-09-29 06:49:06,0,14639,1.0
68,130097,AB00006,AAA7109006,271,115.64891738680399,24.960099122257684,1,0,0,0,0,2018-09-29 06:49:07,0,14639,1.0
69,130098,AB00006,AAA7109006,271,115.64890184302405,24.960101844070955,1,0,0,0,0,2018-09-29 06:49:08,0,14639,1.0
70,130099,AB00006,AAA7109006,271,115.64889671526183,24.960102806402595,1,0,0,0,0,2018-09-29 06:49:09,0,14639,1.0
71,130100,AB00006,AAA7109006,271,115.64889419836246,24.960103474052346,1,0,0,0,0,2018-09-29 06:49:10,0,14639,1.0
72,130101,AB00006,AAA7109006,271,115.64889046126108,24.960104863273557,1,0,0,0,0,2018-09-29 06:49:11,0,14639,1.0
73,130102,AB00006,AAA7109006,271,115.64887981557834,24.96010908864842,1,0,0,0,0,2018-09-29 06:49:12,0,14639,1.0
74,130103,AB00006,AAA7109006,271,115.64887649986437,24.96011040468833,1,0,0,0,0,2018-09-29 06:49:13,0,14639,1.0
75,130104,AB00006,AAA7109006,271,115.64887546714911,24.96011081458357,1,0,0,0,0,2018-09-29 06:49:14,0,14639,2.0
76,130105,AB00006,AAA7109006,271,115.64887514549869,24.960110942249994,1,0,0,0,0,2018-09-29 06:49:16,0,14639,1.0
77,130106,AB00006,AAA7109006,271,115.64887504531715,24.960110982013116,1,0,0,0,0,2018-09-29 06:49:17,0,14639,1.0
78,130107,AB00006,AAA7109006,271,115.64887501411452,24.960110994397784,1,0,0,0,0,2018-09-29 06:49:18,0,14639,1.0
79,130108,AB00006,AAA7109006,271,115.64887500439613,24.960110998255125,1,0,0,0,0,2018-09-29 06:49:19,0,14639,1.0
80,130109,AB00006,AAA7109006,271,115.64887500136922,24.96011099945654,1,0,0,0,0,2018-09-29 06:49:20,0,14639,1.0
81,130110,AB00006,AAA7109006,271,115.64887500042646,24.960110999830732,1,0,0,0,0,2018-09-29 06:49:21,0,14639,1.0
82,130111,AB00006,AAA7109006,271,115.64887500013283,24.96011099994728,1,0,0,0,0,2018-09-29 06:49:22,0,14639,2.0
83,130112,AB00006,AAA7109006,271,115.64887500004137,24.96011099998358,1,0,0,0,0,2018-09-29 06:49:24,0,14639,1.0
84,130113,AB00006,AAA7109006,271,115.6488750000129,24.960110999994885,1,0,0,0,0,2018-09-29 06:49:25,0,14639,2.0
85,130114,AB00006,AAA7109006,271,115.64887500000401,24.960110999998406,1,0,0,0,0,2018-09-29 06:49:27,0,14639,1.0
86,130115,AB00006,AAA7109006,271,115.64887500000125,24.9601109999995,1,0,0,0,0,2018-09-29 06:49:28,0,14639,1.0
87,130116,AB00006,AAA7109006,271,115.64887500000039,24.96011099999984,1,0,0,0,0,2018-09-29 06:49:29,0,14639,1.0
88,130117,AB00006,AAA7109006,271,115.64887500000012,24.960110999999948,1,0,0,0,0,2018-09-29 06:49:30,0,14639,1.0
89,130118,AB00006,AAA7109006,271,115.64887500000003,24.96011099999998,1,0,0,0,0,2018-09-29 06:49:31,0,14639,2.0
90,130119,AB00006,AAA7109006,271,115.64887500000002,24.96011099999999,1,0,0,0,0,2018-09-29 06:49:33,0,14639,1.0
91,130120,AB00006,AAA7109006,271,115.648875,24.960110999999994,1,0,0,0,0,2018-09-29 06:49:34,0,14639,1.0
92,130121,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:35,0,14639,1.0
93,130122,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:36,0,14639,1.0
94,130123,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:37,0,14639,1.0
95,130124,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:38,0,14639,1.0
96,130125,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:39,0,14639,1.0
97,130126,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:40,0,14639,1.0
98,130127,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:41,0,14639,1.0
99,130128,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:42,0,14639,1.0
100,130129,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:43,0,14639,1.0
101,130130,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:44,0,14639,1.0
102,130131,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:45,0,14639,1.0
103,130132,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:46,0,14639,1.0
104,130133,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:47,0,14639,1.0
105,130134,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:48,0,14639,1.0
106,130135,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:49,0,14639,1.0
107,130136,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:50,0,14639,1.0
108,130137,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:51,0,14639,1.0
109,130138,AB00006,AAA7109006,271,115.648875,24.960110999999998,1,0,0,0,0,2018-09-29 06:49:52,0,14639,1.0
