,Unnamed: 0,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,time_diff
0,11338,AB00006,AAA7109006,335,115.64930590317448,24.95989101875658,1,0,0,0,0,2018-07-31 06:54:16,0,4522,2.0
1,11339,AB00006,AAA7109006,335,115.6493057555598,24.959891047302843,1,0,0,0,0,2018-07-31 06:54:18,0,4522,2.0
2,11340,AB00006,AAA7109006,335,115.64930523504607,24.95989114801689,1,0,0,0,0,2018-07-31 06:54:20,0,4522,1.0
3,11341,AB00006,AAA7109006,335,115.64930507311473,24.959891474627746,1,0,0,0,0,2018-07-31 06:54:21,0,4522,1.0
4,11342,AB00006,AAA7109006,335,115.64930502275784,24.95989252554391,1,0,0,0,0,2018-07-31 06:54:22,0,4522,2.0
5,11343,AB00006,AAA7109006,335,115.64930500708365,24.959892852423838,1,0,0,0,0,2018-07-31 06:54:24,0,4522,1.0
6,11344,AB00006,AAA7109006,335,115.64930500220487,24.959892954097494,1,0,0,0,0,2018-07-31 06:54:25,0,4522,1.0
7,11345,AB00006,AAA7109006,335,115.64930500068628,24.959892985722355,1,0,0,0,0,2018-07-31 06:54:26,0,4522,2.0
8,11346,AB00006,AAA7109006,335,115.64930500021362,24.95989299555904,1,0,0,0,0,2018-07-31 06:54:28,0,4522,1.0
9,11347,AB00006,AAA7109006,335,115.64930500006649,24.95989299861867,1,0,0,0,0,2018-07-31 06:54:29,0,4522,1.0
10,11348,AB00006,AAA7109006,335,115.6493050000207,24.959892999570346,1,0,0,0,0,2018-07-31 06:54:30,0,4522,2.0
11,11349,AB00006,AAA7109006,335,115.64930500000645,24.95989299986636,1,0,0,0,0,2018-07-31 06:54:32,0,4522,1.0
12,11350,AB00006,AAA7109006,335,115.649305000002,24.959892999958434,1,0,0,0,0,2018-07-31 06:54:33,0,4522,1.0
13,11351,AB00006,AAA7109006,335,115.64930500000062,24.959892999987073,1,0,0,0,0,2018-07-31 06:54:34,0,4522,1.0
14,11352,AB00006,AAA7109006,335,115.6493050000002,24.95989299999598,1,0,0,0,0,2018-07-31 06:54:35,0,4522,1.0
15,11353,AB00006,AAA7109006,335,115.64930500000007,24.959892999998747,1,0,0,0,0,2018-07-31 06:54:36,0,4522,1.0
16,11354,AB00006,AAA7109006,335,115.64930500000003,24.95989299999961,1,0,0,0,0,2018-07-31 06:54:37,0,4522,1.0
17,11355,AB00006,AAA7109006,335,115.64930500000001,24.95989299999988,1,0,0,0,0,2018-07-31 06:54:38,0,4522,1.0
18,11356,AB00006,AAA7109006,335,115.649305,24.959892999999962,1,0,0,0,0,2018-07-31 06:54:39,0,4522,1.0
19,11357,AB00006,AAA7109006,335,115.649305,24.95989299999999,1,0,0,0,0,2018-07-31 06:54:40,0,4522,1.0
20,11358,AB00006,AAA7109006,335,115.649305,24.959892999999997,1,0,0,0,0,2018-07-31 06:54:41,0,4522,1.0
21,11359,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:42,0,4522,1.0
22,11360,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:43,0,4522,1.0
23,11361,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:44,0,4522,1.0
24,11362,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:45,0,4522,1.0
25,11363,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:46,0,4522,1.0
26,11364,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:47,0,4522,1.0
27,11365,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:48,0,4522,1.0
28,11366,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:49,0,4522,1.0
29,11367,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:50,0,4522,1.0
30,11368,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:51,0,4522,1.0
31,11369,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:52,0,4522,1.0
32,11370,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:53,0,4522,1.0
33,11371,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:54,0,4522,1.0
34,11372,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:55,0,4522,1.0
35,11373,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:56,0,4522,1.0
36,11374,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:57,0,4522,1.0
37,11375,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:58,0,4522,1.0
38,11376,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:54:59,0,4522,1.0
39,11377,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:00,0,4522,1.0
40,11378,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:01,0,4522,1.0
41,11379,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:02,0,4522,1.0
42,11380,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:03,0,4522,1.0
43,11381,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:04,0,4522,1.0
44,11382,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:05,0,4522,1.0
45,11383,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:06,0,4522,2.0
46,11384,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:08,0,4522,1.0
47,11385,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:09,0,4522,1.0
48,11386,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:10,0,4522,1.0
49,11387,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:11,0,4522,1.0
50,11388,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:12,0,4522,1.0
51,11389,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:13,0,4522,1.0
52,11390,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:14,0,4522,1.0
53,11391,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:15,0,4522,1.0
54,11392,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:16,0,4522,1.0
55,11393,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:17,0,4522,1.0
56,11394,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:18,0,4522,1.0
57,11395,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:19,0,4522,1.0
58,11396,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:20,0,4522,1.0
59,11397,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:21,0,4522,1.0
60,11398,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:22,0,4522,1.0
61,11399,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:23,0,4522,1.0
62,11400,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:24,0,4522,1.0
63,11401,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:25,0,4522,1.0
64,11402,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:26,0,4522,1.0
65,11403,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:27,0,4522,1.0
66,11404,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:28,0,4522,2.0
67,11405,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:30,0,4522,1.0
68,11406,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:31,0,4522,1.0
69,11407,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:32,0,4522,1.0
70,11408,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:33,0,4522,1.0
71,11409,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:34,0,4522,1.0
72,11410,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:35,0,4522,1.0
73,11411,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:36,0,4522,1.0
74,11412,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:37,0,4522,1.0
75,11413,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:38,0,4522,1.0
76,11414,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:39,0,4522,1.0
77,11415,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:40,0,4522,1.0
78,11416,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:41,0,4522,1.0
79,11417,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:42,0,4522,1.0
80,11418,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:43,0,4522,1.0
81,11419,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:44,0,4522,1.0
82,11420,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:45,0,4522,1.0
83,11421,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:46,0,4522,1.0
84,11422,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:47,0,4522,1.0
85,11423,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:48,0,4522,1.0
86,11424,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:49,0,4522,1.0
87,11425,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:50,0,4522,1.0
88,11426,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:51,0,4522,1.0
89,11427,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:52,0,4522,1.0
90,11428,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:53,0,4522,1.0
91,11429,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:54,0,4522,1.0
92,11430,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:55,0,4522,1.0
93,11431,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:56,0,4522,1.0
94,11432,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:57,0,4522,1.0
95,11433,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:58,0,4522,1.0
96,11434,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:55:59,0,4522,1.0
97,11435,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:00,0,4522,1.0
98,11436,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:01,0,4522,1.0
99,11437,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:02,0,4522,1.0
100,11438,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:03,0,4522,1.0
101,11439,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:04,0,4522,1.0
102,11440,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:05,0,4522,1.0
103,11441,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:06,0,4522,1.0
104,11442,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:07,0,4522,1.0
105,11443,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:08,0,4522,1.0
106,11444,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:09,0,4522,1.0
107,11445,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:10,0,4522,1.0
108,11446,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:11,0,4522,1.0
109,11447,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:12,0,4522,1.0
110,11448,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:13,0,4522,1.0
111,11449,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:14,0,4522,1.0
112,11450,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:15,0,4522,1.0
113,11451,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:16,0,4522,1.0
114,11452,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:17,0,4522,1.0
115,11453,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:18,0,4522,1.0
116,11454,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:19,0,4522,1.0
117,11455,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:20,0,4522,1.0
118,11456,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:21,0,4522,1.0
119,11457,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:22,0,4522,1.0
120,11458,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:23,0,4522,1.0
121,11459,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:24,0,4522,1.0
122,11460,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:25,0,4522,1.0
123,11461,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:26,0,4522,1.0
124,11462,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:27,0,4522,1.0
125,11463,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:28,0,4522,1.0
126,11464,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:29,0,4522,1.0
127,11465,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:30,0,4522,1.0
128,11466,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:31,0,4522,1.0
129,11467,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:32,0,4522,1.0
130,11468,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:33,0,4522,1.0
131,11469,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:34,0,4522,1.0
132,11470,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:35,0,4522,1.0
133,11471,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:36,0,4522,1.0
134,11472,AB00006,AAA7109006,335,115.649305,24.959893,1,0,0,0,0,2018-07-31 06:56:37,0,4522,1.0
