,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,time_diff
72218,AB00006,AAA7109006,194,115.649275,24.959883,1,0,0,0,0,2018-08-07 01:01:23,0,5648,1.0
72219,AB00006,AAA7109006,194,115.649276,24.959883,1,0,0,0,0,2018-08-07 01:01:24,0,5648,2.0
72220,AB00006,AAA7109006,194,115.649275,24.959885,1,0,0,0,0,2018-08-07 01:01:26,0,5648,1.0
72221,AB00006,AAA7109006,194,115.64927,24.959886,1,0,0,0,0,2018-08-07 01:01:27,0,5648,2.0
72222,AB00006,AAA7109006,194,115.64927,24.959885,1,0,0,0,0,2018-08-07 01:01:29,0,5648,1.0
72223,AB00006,AAA7109006,194,115.64927,24.959885,1,0,0,0,0,2018-08-07 01:01:30,0,5648,1.0
72224,AB00006,AAA7109006,194,115.64927,24.959885,1,0,0,0,0,2018-08-07 01:01:31,0,5648,2.0
72225,AB00006,AAA7109006,194,115.64927,24.959885,1,0,0,0,0,2018-08-07 01:01:33,0,5648,1.0
72226,AB00006,AAA7109006,194,115.64927,24.959885,1,0,0,0,0,2018-08-07 01:01:34,0,5648,1.0
72227,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:35,0,5648,1.0
72228,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:36,0,5648,1.0
72229,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:37,0,5648,1.0
72230,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:38,0,5648,1.0
72231,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:39,0,5648,1.0
72232,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:40,0,5648,1.0
72233,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:41,0,5648,1.0
72234,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:42,0,5648,1.0
72235,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:43,0,5648,1.0
72236,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:44,0,5648,1.0
72237,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:45,0,5648,1.0
72238,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:46,0,5648,1.0
72239,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:47,0,5648,1.0
72240,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:48,0,5648,1.0
72241,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:49,0,5648,1.0
72242,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:50,0,5648,1.0
72243,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:51,0,5648,1.0
72244,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:52,0,5648,1.0
72245,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:53,0,5648,1.0
72246,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:54,0,5648,1.0
72247,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:55,0,5648,1.0
72248,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:56,0,5648,1.0
72249,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:57,0,5648,1.0
72250,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:58,0,5648,1.0
72251,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:01:59,0,5648,1.0
72252,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:00,0,5648,1.0
72253,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:01,0,5648,1.0
72254,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:02,0,5648,1.0
72255,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:03,0,5648,1.0
72256,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:04,0,5648,1.0
72257,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:05,0,5648,1.0
72258,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:06,0,5648,1.0
72259,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:07,0,5648,1.0
72260,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:08,0,5648,1.0
72261,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:09,0,5648,1.0
72262,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:10,0,5648,1.0
72263,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:11,0,5648,1.0
72264,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:12,0,5648,1.0
72265,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:13,0,5648,1.0
72266,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:14,0,5648,1.0
72267,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:15,0,5648,1.0
72268,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:16,0,5648,1.0
72269,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:17,0,5648,1.0
72270,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:18,0,5648,2.0
72271,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:20,0,5648,1.0
72272,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:21,0,5648,1.0
72273,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:22,0,5648,1.0
72274,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:23,0,5648,1.0
72275,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:24,0,5648,1.0
72276,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:25,0,5648,1.0
72277,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:26,0,5648,1.0
72278,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:27,0,5648,1.0
72279,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:28,0,5648,1.0
72280,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:29,0,5648,1.0
72281,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:30,0,5648,1.0
72282,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:31,0,5648,1.0
72283,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:32,0,5648,1.0
72284,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:33,0,5648,1.0
72285,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:34,0,5648,1.0
72286,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:35,0,5648,1.0
72287,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:36,0,5648,1.0
72288,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:37,0,5648,1.0
72289,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:38,0,5648,1.0
72290,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:39,0,5648,1.0
72291,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:40,0,5648,1.0
72292,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:41,0,5648,1.0
72293,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:42,0,5648,1.0
72294,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:43,0,5648,1.0
72295,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:44,0,5648,1.0
72296,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:45,0,5648,1.0
72297,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:46,0,5648,1.0
72298,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:47,0,5648,1.0
72299,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:48,0,5648,1.0
72300,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:49,0,5648,1.0
72301,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:50,0,5648,1.0
72302,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:51,0,5648,1.0
72303,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:52,0,5648,1.0
72304,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:53,0,5648,1.0
72305,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:54,0,5648,1.0
72306,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:55,0,5648,1.0
72307,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:56,0,5648,1.0
72308,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:57,0,5648,1.0
72309,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:58,0,5648,1.0
72310,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:02:59,0,5648,1.0
72311,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:00,0,5648,1.0
72312,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:01,0,5648,1.0
72313,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:02,0,5648,1.0
72314,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:03,0,5648,1.0
72315,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:04,0,5648,1.0
72316,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:05,0,5648,1.0
72317,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:06,0,5648,1.0
72318,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:07,0,5648,1.0
72319,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:08,0,5648,1.0
72320,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:09,0,5648,1.0
72321,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:10,0,5648,1.0
72322,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:11,0,5648,1.0
72323,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:12,0,5648,1.0
72324,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:13,0,5648,1.0
72325,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:14,0,5648,1.0
72326,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:15,0,5648,1.0
72327,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:16,0,5648,1.0
72328,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:17,0,5648,1.0
72329,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:18,0,5648,2.0
72330,AB00006,AAA7109006,194,115.649278,24.959896,1,0,0,0,0,2018-08-07 01:03:20,0,5648,1.0
72331,AB00006,AAA7109006,156,115.649293,24.959765,1,0,0,0,0,2018-08-07 01:03:21,0,5648,1.0
72332,AB00006,AAA7109006,155,115.649296,24.95976,1,0,0,0,0,2018-08-07 01:03:22,0,5648,1.0
72333,AB00006,AAA7109006,156,115.649301,24.959748,1,0,0,0,0,2018-08-07 01:03:23,0,5648,1.0
72334,AB00006,AAA7109006,151,115.64931,24.959738,1,0,0,0,0,2018-08-07 01:03:24,0,5648,1.0
72335,AB00006,AAA7109006,149,115.64932,24.959725,1,0,0,0,0,2018-08-07 01:03:25,0,5648,1.0
72336,AB00006,AAA7109006,148,115.649331,24.959711,1,0,0,0,0,2018-08-07 01:03:26,0,5648,1.0
72337,AB00006,AAA7109006,145,115.649341,24.959701000000006,1,0,0,0,0,2018-08-07 01:03:27,0,5648,1.0
72338,AB00006,AAA7109006,146,115.649353,24.959688,1,0,0,0,0,2018-08-07 01:03:28,0,5648,1.0
72339,AB00006,AAA7109006,147,115.649365,24.959678,1,0,0,0,0,2018-08-07 01:03:29,0,5648,1.0
72340,AB00006,AAA7109006,153,115.649376,24.959668,1,0,0,0,0,2018-08-07 01:03:30,0,5648,1.0
72341,AB00006,AAA7109006,148,115.649388,24.959653,1,0,0,0,0,2018-08-07 01:03:31,0,5648,1.0
72342,AB00006,AAA7109006,146,115.649401,24.95964,1,0,0,0,0,2018-08-07 01:03:32,0,5648,1.0
72343,AB00006,AAA7109006,142,115.649415,24.959626,1,0,0,0,0,2018-08-07 01:03:33,0,5648,1.0
72344,AB00006,AAA7109006,146,115.649423,24.95962,1,0,0,0,0,2018-08-07 01:03:34,0,5648,1.0
72345,AB00006,AAA7109006,146,115.649428,24.959615,1,0,0,0,0,2018-08-07 01:03:35,0,5648,1.0
72346,AB00006,AAA7109006,146,115.64943,24.959613,1,0,0,0,0,2018-08-07 01:03:36,0,5648,1.0
72347,AB00006,AAA7109006,146,115.649431,24.959615,1,0,0,0,0,2018-08-07 01:03:37,0,5648,1.0
72348,AB00006,AAA7109006,146,115.649431,24.959615,1,0,0,0,0,2018-08-07 01:03:38,0,5648,1.0
