,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,time_diff
54748,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:08,0,5967,0.0
54749,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:08,0,5967,2.0
54750,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:10,0,5967,0.0
54751,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:10,0,5967,2.0
54752,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:12,0,5967,0.0
54753,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:12,0,5967,1.0
54754,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:13,0,5967,0.0
54755,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:13,0,5967,2.0
54756,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:15,0,5967,0.0
54757,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:15,0,5967,1.0
54758,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:16,0,5967,0.0
54759,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:16,0,5967,1.0
54760,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:17,0,5967,0.0
54761,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:17,0,5967,2.0
54762,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:19,0,5967,0.0
54763,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:19,0,5967,1.0
54764,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:20,0,5967,0.0
54765,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:20,0,5967,1.0
54766,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:21,0,5967,0.0
54767,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:21,0,5967,1.0
54768,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:22,0,5967,0.0
54769,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:22,0,5967,2.0
54770,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:24,0,5967,0.0
54771,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:24,0,5967,1.0
54772,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:25,0,5967,0.0
54773,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:25,0,5967,1.0
54774,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:26,0,5967,0.0
54775,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:26,0,5967,1.0
54776,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:27,0,5967,0.0
54777,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:27,0,5967,1.0
54778,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:28,0,5967,0.0
54779,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:28,0,5967,1.0
54780,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:29,0,5967,0.0
54781,AD00003,AAA7109003,357,114.934265,27.811963,1,0,0,0,0,2018-08-07 04:38:29,0,5967,1.0
