,location_time,Unnamed: 0,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-07 00:00:22,48767.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,3.0
1,2018-08-07 00:00:23,,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,
2,2018-08-07 00:00:24,,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,
3,2018-08-07 00:00:25,48768.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
4,2018-08-07 00:00:26,48769.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
5,2018-08-07 00:00:27,48770.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
6,2018-08-07 00:00:28,48771.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
7,2018-08-07 00:00:29,48772.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,2.0
8,2018-08-07 00:00:30,,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,
9,2018-08-07 00:00:31,48773.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
10,2018-08-07 00:00:32,48774.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
11,2018-08-07 00:00:33,48775.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
12,2018-08-07 00:00:34,48776.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
13,2018-08-07 00:00:35,48777.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
14,2018-08-07 00:00:36,48778.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
15,2018-08-07 00:00:37,48779.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
16,2018-08-07 00:00:38,48780.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,2.0
17,2018-08-07 00:00:39,,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,
18,2018-08-07 00:00:40,48781.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
19,2018-08-07 00:00:41,48782.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
20,2018-08-07 00:00:42,48783.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
21,2018-08-07 00:00:43,48784.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
22,2018-08-07 00:00:44,48785.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
23,2018-08-07 00:00:45,48786.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
24,2018-08-07 00:00:46,48787.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
25,2018-08-07 00:00:47,48788.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
26,2018-08-07 00:00:48,48789.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
27,2018-08-07 00:00:49,48790.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
28,2018-08-07 00:00:50,48791.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,2.0
29,2018-08-07 00:00:51,,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,
30,2018-08-07 00:00:52,48792.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
31,2018-08-07 00:00:53,48793.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
32,2018-08-07 00:00:54,48794.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
33,2018-08-07 00:00:55,48795.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
34,2018-08-07 00:00:56,48796.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
35,2018-08-07 00:00:57,48797.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
36,2018-08-07 00:00:58,48798.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
37,2018-08-07 00:00:59,48799.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
38,2018-08-07 00:01:00,48800.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
39,2018-08-07 00:01:01,48801.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
40,2018-08-07 00:01:02,48802.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
41,2018-08-07 00:01:03,48803.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
42,2018-08-07 00:01:04,48804.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
43,2018-08-07 00:01:05,48805.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
44,2018-08-07 00:01:06,48806.0,AA00002,AAA9101002,0.0,115.911873,28.669706,1.0,0.0,0.0,0.0,0.0,0.0,9567.0,1.0
