,location_time,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-06 00:30:26,0,0,40970.0,AA00004,AAA9101004,239.0,114.77777099999801,28.698902999994225,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,3.0
1,2018-08-06 00:30:27,1,1,,AA00004,AAA9101004,239.0,114.77777099999616,28.698902999988892,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,
2,2018-08-06 00:30:28,2,2,,AA00004,AAA9101004,239.0,114.77777099999119,28.698902999974656,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,
3,2018-08-06 00:30:29,3,3,40971.0,AA00004,AAA9101004,239.0,114.77777099997776,28.69890299993606,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
4,2018-08-06 00:30:30,4,4,40972.0,AA00004,AAA9101004,239.0,114.77777099993921,28.698902999825197,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
5,2018-08-06 00:30:31,5,5,40973.0,AA00004,AAA9101004,239.0,114.77777099983233,28.69890299951796,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,2.0
6,2018-08-06 00:30:32,6,6,,AA00004,AAA9101004,239.0,114.77777099954275,28.698902998685412,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,
7,2018-08-06 00:30:33,7,7,40974.0,AA00004,AAA9101004,239.0,114.77777099877588,28.698902996480637,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
8,2018-08-06 00:30:34,8,8,40975.0,AA00004,AAA9101004,239.0,114.77777099660074,28.69890299022713,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
9,2018-08-06 00:30:35,9,9,40976.0,AA00004,AAA9101004,239.0,114.77777099055658,28.698902972850142,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
10,2018-08-06 00:30:36,10,10,40977.0,AA00004,AAA9101004,239.0,114.77777097405429,28.69890292540609,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
11,2018-08-06 00:30:37,11,11,40978.0,AA00004,AAA9101004,239.0,114.77777092987446,28.698902798389113,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
12,2018-08-06 00:30:38,12,12,40979.0,AA00004,AAA9101004,239.0,114.77777081463935,28.698902467088168,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
13,2018-08-06 00:30:39,13,13,40980.0,AA00004,AAA9101004,239.0,114.77777052509958,28.69890163466132,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
14,2018-08-06 00:30:40,14,14,40981.0,AA00004,AAA9101004,239.0,114.77776983876082,28.698899661437377,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
15,2018-08-06 00:30:41,15,15,40982.0,AA00004,AAA9101004,239.0,114.7777683713138,28.69889544252718,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
16,2018-08-06 00:30:42,16,16,40983.0,AA00004,AAA9101004,239.0,114.77776588883818,28.698888305409767,1.0,0.0,0.0,0.0,0.0,0.0,6011.0,1.0
17,2018-08-06 00:30:43,17,17,40984.0,AA00004,AAA9101004,239.0,114.77776467210563,28.698884807303727,0.0,0.0,0.0,0.0,0.0,0.0,6011.0,84561.0
