,location_time,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-02 09:06:06,0,0,0,17514.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,3.0
1,2018-08-02 09:06:07,1,1,1,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
2,2018-08-02 09:06:08,2,2,2,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
3,2018-08-02 09:06:09,3,3,3,17515.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
4,2018-08-02 09:06:10,4,4,4,17516.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
5,2018-08-02 09:06:11,5,5,5,17517.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
6,2018-08-02 09:06:12,6,6,6,17518.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
7,2018-08-02 09:06:13,7,7,7,17519.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
8,2018-08-02 09:06:14,8,8,8,17520.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
9,2018-08-02 09:06:15,9,9,9,17521.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
10,2018-08-02 09:06:16,10,10,10,17522.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
11,2018-08-02 09:06:17,11,11,11,17523.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
12,2018-08-02 09:06:18,12,12,12,17524.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
13,2018-08-02 09:06:19,13,13,13,17525.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
14,2018-08-02 09:06:20,14,14,14,17526.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
15,2018-08-02 09:06:21,15,15,15,17527.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
16,2018-08-02 09:06:22,16,16,16,17528.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,2.0
17,2018-08-02 09:06:23,17,17,17,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
18,2018-08-02 09:06:24,18,18,18,17529.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
19,2018-08-02 09:06:25,19,19,19,17530.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
20,2018-08-02 09:06:26,20,20,20,17531.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
21,2018-08-02 09:06:27,21,21,21,17532.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
22,2018-08-02 09:06:28,22,22,22,17533.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
23,2018-08-02 09:06:29,23,23,23,17534.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,2.0
24,2018-08-02 09:06:30,24,24,24,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
25,2018-08-02 09:06:31,25,25,25,17535.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
26,2018-08-02 09:06:32,26,26,26,17536.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
27,2018-08-02 09:06:33,27,27,27,17537.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
28,2018-08-02 09:06:34,28,28,28,17538.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,2.0
29,2018-08-02 09:06:35,29,29,29,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
30,2018-08-02 09:06:36,30,30,30,17539.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
31,2018-08-02 09:06:37,31,31,31,17540.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
32,2018-08-02 09:06:38,32,32,32,17541.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
33,2018-08-02 09:06:39,33,33,33,17542.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
34,2018-08-02 09:06:40,34,34,34,17543.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
35,2018-08-02 09:06:41,35,35,35,17544.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
36,2018-08-02 09:06:42,36,36,36,17545.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
37,2018-08-02 09:06:43,37,37,37,17546.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
38,2018-08-02 09:06:44,38,38,38,17547.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
39,2018-08-02 09:06:45,39,39,39,17548.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
40,2018-08-02 09:06:46,40,40,40,17549.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
41,2018-08-02 09:06:47,41,41,41,17550.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
42,2018-08-02 09:06:48,42,42,42,17551.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
43,2018-08-02 09:06:49,43,43,43,17552.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
44,2018-08-02 09:06:50,44,44,44,17553.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
45,2018-08-02 09:06:51,45,45,45,17554.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
46,2018-08-02 09:06:52,46,46,46,17555.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
47,2018-08-02 09:06:53,47,47,47,17556.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
48,2018-08-02 09:06:54,48,48,48,17557.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
49,2018-08-02 09:06:55,49,49,49,17558.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
50,2018-08-02 09:06:56,50,50,50,17559.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
51,2018-08-02 09:06:57,51,51,51,17560.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
52,2018-08-02 09:06:58,52,52,52,17561.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
53,2018-08-02 09:06:59,53,53,53,17562.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
54,2018-08-02 09:07:00,54,54,54,17563.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
55,2018-08-02 09:07:01,55,55,55,17564.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
56,2018-08-02 09:07:02,56,56,56,17565.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
57,2018-08-02 09:07:03,57,57,57,17566.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
58,2018-08-02 09:07:04,58,58,58,17567.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
59,2018-08-02 09:07:05,59,59,59,17568.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
60,2018-08-02 09:07:06,60,60,60,17569.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
61,2018-08-02 09:07:07,61,61,61,17570.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
62,2018-08-02 09:07:08,62,62,62,17571.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
63,2018-08-02 09:07:09,63,63,63,17572.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
64,2018-08-02 09:07:10,64,64,64,17573.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
65,2018-08-02 09:07:11,65,65,65,17574.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
66,2018-08-02 09:07:12,66,66,66,17575.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
67,2018-08-02 09:07:13,67,67,67,17576.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
68,2018-08-02 09:07:14,68,68,68,17577.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
69,2018-08-02 09:07:15,69,69,69,17578.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
70,2018-08-02 09:07:16,70,70,70,17579.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
71,2018-08-02 09:07:17,71,71,71,17580.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
72,2018-08-02 09:07:18,72,72,72,17581.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
73,2018-08-02 09:07:19,73,73,73,17582.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
74,2018-08-02 09:07:20,74,74,74,17583.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
75,2018-08-02 09:07:21,75,75,75,17584.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
76,2018-08-02 09:07:22,76,76,76,17585.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
77,2018-08-02 09:07:23,77,77,77,17586.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
78,2018-08-02 09:07:24,78,78,78,17587.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
79,2018-08-02 09:07:25,79,79,79,17588.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
80,2018-08-02 09:07:26,80,80,80,17589.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
81,2018-08-02 09:07:27,81,81,81,17590.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,2.0
82,2018-08-02 09:07:28,82,82,82,,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,
83,2018-08-02 09:07:29,83,83,83,17591.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
84,2018-08-02 09:07:30,84,84,84,17592.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
85,2018-08-02 09:07:31,85,85,85,17593.0,AA00004,AAA9101004,0.0,115.880583,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
86,2018-08-02 09:07:32,86,86,86,17594.0,AA00004,AAA9101004,0.0,115.88058300000002,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
87,2018-08-02 09:07:33,87,87,87,17595.0,AA00004,AAA9101004,0.0,115.88058300000004,29.516766,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
88,2018-08-02 09:07:34,88,88,88,17596.0,AA00004,AAA9101004,0.0,115.88058300000012,29.516766000000004,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
89,2018-08-02 09:07:35,89,89,89,17597.0,AA00004,AAA9101004,0.0,115.8805830000003,29.516766000000015,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
90,2018-08-02 09:07:36,90,90,90,17598.0,AA00004,AAA9101004,0.0,115.88058300000083,29.516766000000047,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
91,2018-08-02 09:07:37,91,91,91,17599.0,AA00004,AAA9101004,0.0,115.88058300000232,29.516766000000136,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
92,2018-08-02 09:07:38,92,92,92,17600.0,AA00004,AAA9101004,0.0,115.88058300000651,29.516766000000395,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
93,2018-08-02 09:07:39,93,93,93,17601.0,AA00004,AAA9101004,0.0,115.88058300001818,29.51676600000111,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
94,2018-08-02 09:07:40,94,94,94,17602.0,AA00004,AAA9101004,0.0,115.88058300005073,29.516766000003095,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
95,2018-08-02 09:07:41,95,95,95,17603.0,AA00004,AAA9101004,0.0,115.88058300014106,29.516766000008612,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
96,2018-08-02 09:07:42,96,96,96,17604.0,AA00004,AAA9101004,0.0,115.88058300039053,29.516766000023836,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
97,2018-08-02 09:07:43,97,97,97,17605.0,AA00004,AAA9101004,0.0,115.88058300107613,29.516766000065683,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
98,2018-08-02 09:07:44,98,98,98,17606.0,AA00004,AAA9101004,0.0,115.8805830029498,29.516766000180063,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
99,2018-08-02 09:07:45,99,99,99,17607.0,AA00004,AAA9101004,0.0,115.88058300803864,29.51676600049069,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
100,2018-08-02 09:07:46,100,100,100,17608.0,AA00004,AAA9101004,0.0,115.88058302176256,29.516766001328396,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
101,2018-08-02 09:07:47,101,101,101,17609.0,AA00004,AAA9101004,0.0,115.88058305847814,29.51676600356946,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
102,2018-08-02 09:07:48,102,102,102,17610.0,AA00004,AAA9101004,0.0,115.88058315580048,29.51676600950974,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
103,2018-08-02 09:07:49,103,103,103,17611.0,AA00004,AAA9101004,0.0,115.88058341102064,29.516766025087232,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
104,2018-08-02 09:07:50,104,104,104,17612.0,AA00004,AAA9101004,0.0,115.8805840719171,29.516766065424154,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
105,2018-08-02 09:07:51,105,105,105,17613.0,AA00004,AAA9101004,0.0,115.88058575768667,29.51676616830918,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
106,2018-08-02 09:07:52,106,106,106,17614.0,AA00004,AAA9101004,0.0,115.88058997933913,29.516766425952312,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
107,2018-08-02 09:07:53,107,107,107,17615.0,AA00004,AAA9101004,0.0,115.88060031210479,29.51676705651994,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
108,2018-08-02 09:07:54,108,108,108,17616.0,AA00004,AAA9101004,0.0,115.88062486816602,29.516768554992783,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
109,2018-08-02 09:07:55,109,109,109,17617.0,AA00004,AAA9101004,0.0,115.88068096777711,29.516771978097,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
110,2018-08-02 09:07:56,110,110,110,17618.0,AA00004,AAA9101004,0.0,115.88080213678215,29.516779371009896,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
111,2018-08-02 09:07:57,111,111,111,17619.0,AA00004,AAA9101004,0.0,115.8810419375844,29.516794000550032,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
112,2018-08-02 09:07:58,112,112,112,17620.0,AA00004,AAA9101004,0.0,115.88144630009138,29.516818666592503,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
113,2018-08-02 09:07:59,113,113,113,17621.0,AA00004,AAA9101004,0.0,115.8818921047467,29.51684585847095,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
114,2018-08-02 09:08:00,114,114,114,17622.0,AA00004,AAA9101004,0.0,115.8823114885338,29.516871433346182,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
115,2018-08-02 09:08:01,115,115,115,17623.0,AA00004,AAA9101004,0.0,115.88260136039383,29.516889092345362,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
116,2018-08-02 09:08:02,116,116,116,17624.0,AA00004,AAA9101004,0.0,115.882765828571,29.51689931263123,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
117,2018-08-02 09:08:03,117,117,117,17625.0,AA00004,AAA9101004,0.0,115.88284872765847,29.51690364096224,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
118,2018-08-02 09:08:04,118,118,118,17626.0,AA00004,AAA9101004,0.0,115.88288800292567,29.516904102770585,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
119,2018-08-02 09:08:05,119,119,119,17627.0,AA00004,AAA9101004,0.0,115.88290656660622,29.51690225921901,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
120,2018-08-02 09:08:06,120,120,120,17628.0,AA00004,AAA9101004,0.0,115.88291606112595,29.5168990894563,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
121,2018-08-02 09:08:07,121,121,121,17629.0,AA00004,AAA9101004,0.0,115.88292139310254,29.51689539346044,1.0,0.0,0.0,0.0,0.0,0.0,5735.0,1.0
