,location_time,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-07 01:00:04,0,0,41900.0,AA00004,AAA9101004,173.0,114.79483099987154,28.6971149999419,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,3.0
1,2018-08-07 01:00:05,1,1,,AA00004,AAA9101004,173.0,114.79483099976726,28.697114999893056,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,
2,2018-08-07 01:00:06,2,2,,AA00004,AAA9101004,173.0,114.79483099952037,28.697114999773145,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,
3,2018-08-07 01:00:07,3,3,41901.0,AA00004,AAA9101004,173.0,114.79483099889654,28.697114999462258,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
4,2018-08-07 01:00:08,4,4,41902.0,AA00004,AAA9101004,173.0,114.79483099714265,28.69711499857775,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
5,2018-08-07 01:00:09,5,5,41903.0,AA00004,AAA9101004,173.0,114.79483099252042,28.697114996191587,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,2.0
6,2018-08-07 01:00:10,6,6,,AA00004,AAA9101004,173.0,114.79483098090506,28.697114989977308,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,
7,2018-08-07 01:00:11,7,7,41904.0,AA00004,AAA9101004,173.0,114.79483095338955,28.697114974412223,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
8,2018-08-07 01:00:12,8,8,41905.0,AA00004,AAA9101004,173.0,114.79483087918534,28.697114931108135,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
9,2018-08-07 01:00:13,9,9,41906.0,AA00004,AAA9101004,173.0,114.79483068886086,28.69711481446329,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
10,2018-08-07 01:00:14,10,10,41907.0,AA00004,AAA9101004,173.0,114.79483022674593,28.697114509424534,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
11,2018-08-07 01:00:15,11,11,41908.0,AA00004,AAA9101004,173.0,114.79482919258065,28.697113739832552,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
12,2018-08-07 01:00:16,12,12,41909.0,AA00004,AAA9101004,173.0,114.79482722079693,28.697111898996777,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
13,2018-08-07 01:00:17,13,13,41910.0,AA00004,AAA9101004,124.0,114.79482492907032,28.69710787820191,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
14,2018-08-07 01:00:18,14,14,41911.0,AA00004,AAA9101004,125.0,114.79482965553447,28.697100630015957,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
15,2018-08-07 01:00:19,15,15,41912.0,AA00004,AAA9101004,125.0,114.79484057018962,28.69709026946063,1.0,0.0,0.0,0.0,0.0,0.0,6014.0,1.0
16,2018-08-07 01:00:20,16,16,41913.0,AA00004,AAA9101004,128.0,114.79485696224648,28.697076883544362,1.0,0.0,0.0,0.0,0.0,10.0,6014.0,1.0
17,2018-08-07 01:00:21,17,17,41914.0,AA00004,AAA9101004,131.0,114.79487841044623,28.697061506248648,1.0,0.0,0.0,0.0,0.0,11.0,6014.0,1.0
18,2018-08-07 01:00:22,18,18,41915.0,AA00004,AAA9101004,126.0,114.79490481276524,28.697045800315735,1.0,0.0,0.0,0.0,0.0,12.0,6014.0,1.0
19,2018-08-07 01:00:23,19,19,41916.0,AA00004,AAA9101004,100.0,114.79493519149611,28.697029472689728,1.0,0.0,0.0,0.0,0.0,13.0,6014.0,1.0
20,2018-08-07 01:00:24,20,20,41917.0,AA00004,AAA9101004,127.0,114.79496612005096,28.697010866146105,1.0,0.0,0.0,0.0,0.0,15.0,6014.0,1.0
21,2018-08-07 01:00:25,21,21,41918.0,AA00004,AAA9101004,130.0,114.79499534845652,28.696988963901127,1.0,0.0,0.0,0.0,0.0,13.0,6014.0,1.0
22,2018-08-07 01:00:26,22,22,41919.0,AA00004,AAA9101004,140.0,114.79502362625064,28.696963741408606,1.0,0.0,0.0,0.0,0.0,11.0,6014.0,1.0
23,2018-08-07 01:00:27,23,23,41920.0,AA00004,AAA9101004,136.0,114.79505435351791,28.696933881138413,1.0,0.0,0.0,0.0,0.0,18.0,6014.0,1.0
