,location_time,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-04 23:37:03,0,0,0,30108.0,AA00004,AAA9101004,0.0,115.92451505210991,28.6509877037959,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,2.0
1,2018-08-04 23:37:04,1,1,1,,AA00004,AAA9101004,0.0,115.92451507919642,28.650988149085773,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,
2,2018-08-04 23:37:05,2,2,2,30109.0,AA00004,AAA9101004,0.0,115.92451513912451,28.650988668463636,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,2.0
3,2018-08-04 23:37:06,3,3,3,,AA00004,AAA9101004,0.0,115.9245152490478,28.65098890484961,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,
4,2018-08-04 23:37:07,4,4,4,30110.0,AA00004,AAA9101004,0.0,115.92451541432601,28.65098880388378,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
5,2018-08-04 23:37:08,5,5,5,30111.0,AA00004,AAA9101004,0.0,115.92451563576337,28.65098828398693,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
6,2018-08-04 23:37:09,6,6,6,30112.0,AA00004,AAA9101004,0.0,115.92451580413739,28.6509874447958,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
7,2018-08-04 23:37:10,7,7,7,30113.0,AA00004,AAA9101004,0.0,115.92451590416542,28.650986783431485,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
8,2018-08-04 23:37:11,8,8,8,30114.0,AA00004,AAA9101004,0.0,115.9245159560609,28.650986385184215,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
9,2018-08-04 23:37:12,9,9,9,30115.0,AA00004,AAA9101004,0.0,115.92451598078296,28.650986177154877,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
10,2018-08-04 23:37:13,10,10,10,30116.0,AA00004,AAA9101004,0.0,115.9245159918899,28.650986077649446,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
11,2018-08-04 23:37:14,11,11,11,30117.0,AA00004,AAA9101004,0.0,115.92451599667139,28.65098603282342,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
12,2018-08-04 23:37:15,12,12,12,30118.0,AA00004,AAA9101004,0.0,115.92451599866396,28.650986013488602,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
13,2018-08-04 23:37:16,13,13,13,30119.0,AA00004,AAA9101004,0.0,115.92451599947326,28.650986005419142,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
14,2018-08-04 23:37:17,14,14,14,30120.0,AA00004,AAA9101004,0.0,115.9245159997949,28.65098600213705,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
15,2018-08-04 23:37:18,15,15,15,30121.0,AA00004,AAA9101004,0.0,115.92451599991959,28.65098600082912,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
16,2018-08-04 23:37:19,16,16,16,30122.0,AA00004,AAA9101004,0.0,115.92451599996448,28.650986000315413,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
17,2018-08-04 23:37:20,17,17,17,30123.0,AA00004,AAA9101004,0.0,115.92451599997291,28.650986000112887,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
18,2018-08-04 23:37:21,18,18,18,30124.0,AA00004,AAA9101004,0.0,115.92451599995253,28.6509860000242,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
19,2018-08-04 23:37:22,19,19,19,30125.0,AA00004,AAA9101004,0.0,115.92451599988149,28.65098599995992,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
20,2018-08-04 23:37:23,20,20,20,30126.0,AA00004,AAA9101004,0.0,115.92451599968585,28.65098599985372,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
21,2018-08-04 23:37:24,21,21,21,30127.0,AA00004,AAA9101004,0.0,115.92451599916602,28.650985999597232,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
22,2018-08-04 23:37:25,22,22,22,30128.0,AA00004,AAA9101004,0.0,115.92451599780333,28.650985998935127,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
23,2018-08-04 23:37:26,23,23,23,30129.0,AA00004,AAA9101004,0.0,115.92451599427322,28.650985997226186,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
24,2018-08-04 23:37:27,24,24,24,30130.0,AA00004,AAA9101004,0.0,115.92451598524643,28.650985992866197,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
25,2018-08-04 23:37:28,25,25,25,30131.0,AA00004,AAA9101004,0.0,115.92451596250373,28.65098598190818,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
26,2018-08-04 23:37:29,26,26,26,30132.0,AA00004,AAA9101004,0.0,115.92451590616885,28.65098595484445,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
27,2018-08-04 23:37:30,27,27,27,30133.0,AA00004,AAA9101004,0.0,115.92451576929551,28.65098588932904,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
28,2018-08-04 23:37:31,28,28,28,30134.0,AA00004,AAA9101004,0.0,115.9245154438336,28.65098573425728,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,2.0
29,2018-08-04 23:37:32,29,29,29,,AA00004,AAA9101004,0.0,115.92451468736581,28.650985375904263,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,
30,2018-08-04 23:37:33,30,30,30,30135.0,AA00004,AAA9101004,0.0,115.92451296525815,28.65098456592177,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
31,2018-08-04 23:37:34,31,31,31,30136.0,AA00004,AAA9101004,0.0,115.9245090853249,28.650982755826153,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
32,2018-08-04 23:37:35,32,32,32,30137.0,AA00004,AAA9101004,0.0,115.92450081296472,28.65097894203058,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
33,2018-08-04 23:37:36,33,33,33,30138.0,AA00004,AAA9101004,0.0,115.92448453211519,28.65097157654658,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
34,2018-08-04 23:37:37,34,34,34,30139.0,AA00004,AAA9101004,0.0,115.92445613264299,28.65095915812331,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
35,2018-08-04 23:37:38,35,35,35,30140.0,AA00004,AAA9101004,266.0,115.924415755438,28.650942793675053,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
36,2018-08-04 23:37:39,36,36,36,30141.0,AA00004,AAA9101004,269.0,115.92437683509273,28.65093061137165,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
37,2018-08-04 23:37:40,37,37,37,30142.0,AA00004,AAA9101004,272.0,115.92434168917042,28.650923483133038,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
38,2018-08-04 23:37:41,38,38,38,30143.0,AA00004,AAA9101004,272.0,115.92430857070626,28.65091961071193,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
39,2018-08-04 23:37:42,39,39,39,30144.0,AA00004,AAA9101004,266.0,115.92427660683306,28.650917489167227,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
40,2018-08-04 23:37:43,40,40,40,30145.0,AA00004,AAA9101004,263.0,115.92424459703874,28.650915873026786,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
41,2018-08-04 23:37:44,41,41,41,30146.0,AA00004,AAA9101004,264.0,115.92421122137809,28.65091428324686,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
42,2018-08-04 23:37:45,42,42,42,30147.0,AA00004,AAA9101004,254.0,115.9241766053679,28.6509124674101,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
43,2018-08-04 23:37:46,43,43,43,30148.0,AA00004,AAA9101004,259.0,115.92414350678736,28.6509103150015,1.0,0.0,0.0,0.0,0.0,0.0,5872.0,1.0
44,2018-08-04 23:37:47,44,44,44,30149.0,AA00004,AAA9101004,263.0,115.92411348005614,28.650907773105942,1.0,0.0,0.0,0.0,0.0,10.0,5872.0,2.0
45,2018-08-04 23:37:48,45,45,45,,AA00004,AAA9101004,263.0,115.92408670440976,28.650905524956162,1.0,0.0,0.0,0.0,0.0,10.5,5872.0,
46,2018-08-04 23:37:49,46,46,46,30150.0,AA00004,AAA9101004,267.0,115.92406087992987,28.650903908487418,1.0,0.0,0.0,0.0,0.0,11.0,5872.0,1.0
47,2018-08-04 23:37:50,47,47,47,30151.0,AA00004,AAA9101004,274.0,115.92403400526693,28.65090337094587,1.0,0.0,0.0,0.0,0.0,12.0,5872.0,1.0
48,2018-08-04 23:37:51,48,48,48,30152.0,AA00004,AAA9101004,271.0,115.9240062340451,28.650904072559598,1.0,0.0,0.0,0.0,0.0,11.0,5872.0,1.0
