,Unnamed: 0,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,time_diff
0,7190,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:45,0,12783,3.0
1,7191,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:48,0,12783,1.0
2,7192,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:49,0,12783,1.0
3,7193,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:50,0,12783,2.0
4,7194,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:52,0,12783,1.0
5,7195,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:53,0,12783,1.0
6,7196,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:54,0,12783,1.0
7,7197,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:55,0,12783,1.0
8,7198,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:56,0,12783,1.0
9,7199,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:57,0,12783,1.0
10,7200,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:58,0,12783,1.0
11,7201,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:00:59,0,12783,1.0
12,7202,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:00,0,12783,1.0
13,7203,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:01,0,12783,1.0
14,7204,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:02,0,12783,1.0
15,7205,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:03,0,12783,1.0
16,7206,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:04,0,12783,1.0
17,7207,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:05,0,12783,1.0
18,7208,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:06,0,12783,1.0
19,7209,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:07,0,12783,1.0
20,7210,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:08,0,12783,1.0
21,7211,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:09,0,12783,1.0
22,7212,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:10,0,12783,1.0
23,7213,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:11,0,12783,1.0
24,7214,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:12,0,12783,1.0
25,7215,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:13,0,12783,1.0
26,7216,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:14,0,12783,1.0
27,7217,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:15,0,12783,1.0
28,7218,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:16,0,12783,1.0
29,7219,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:17,0,12783,1.0
30,7220,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:18,0,12783,1.0
31,7221,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:19,0,12783,1.0
32,7222,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:20,0,12783,1.0
33,7223,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:21,0,12783,1.0
34,7224,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:22,0,12783,1.0
35,7225,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:23,0,12783,1.0
36,7226,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:24,0,12783,1.0
37,7227,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:25,0,12783,1.0
38,7228,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:26,0,12783,1.0
39,7229,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:27,0,12783,1.0
40,7230,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:28,0,12783,1.0
41,7231,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:29,0,12783,1.0
42,7232,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:30,0,12783,1.0
43,7233,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:31,0,12783,1.0
44,7234,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:32,0,12783,1.0
45,7235,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:33,0,12783,1.0
46,7236,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:34,0,12783,2.0
47,7237,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:36,0,12783,1.0
48,7238,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:37,0,12783,1.0
49,7239,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:38,0,12783,1.0
50,7240,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:39,0,12783,1.0
51,7241,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:40,0,12783,1.0
52,7242,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:41,0,12783,1.0
53,7243,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:42,0,12783,1.0
54,7244,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:43,0,12783,1.0
55,7245,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:44,0,12783,1.0
56,7246,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:45,0,12783,1.0
57,7247,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:46,0,12783,1.0
58,7248,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:47,0,12783,1.0
59,7249,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:48,0,12783,1.0
60,7250,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:49,0,12783,1.0
61,7251,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:50,0,12783,1.0
62,7252,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:51,0,12783,1.0
63,7253,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:52,0,12783,1.0
64,7254,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:53,0,12783,1.0
65,7255,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:54,0,12783,1.0
66,7256,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:55,0,12783,1.0
67,7257,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:56,0,12783,1.0
68,7258,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:57,0,12783,1.0
69,7259,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:58,0,12783,1.0
70,7260,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:01:59,0,12783,1.0
71,7261,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:02:00,0,12783,1.0
72,7262,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:02:01,0,12783,1.0
73,7263,AF00098,AAA9101098,194,115.833271,27.416968,1,0,0,0,0,2018-09-08 02:02:02,0,12783,1.0
