,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,time_diff
48405,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:43:53,0,5726,2.0
48406,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:43:55,0,5726,1.0
48407,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:43:56,0,5726,3.0
48408,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:43:59,0,5726,1.0
48409,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:00,0,5726,1.0
48410,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:01,0,5726,1.0
48411,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:02,0,5726,1.0
48412,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:03,0,5726,1.0
48413,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:04,0,5726,1.0
48414,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:05,0,5726,1.0
48415,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:06,0,5726,1.0
48416,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:07,0,5726,1.0
48417,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:08,0,5726,1.0
48418,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:09,0,5726,1.0
48419,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:10,0,5726,1.0
48420,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:11,0,5726,2.0
48421,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:13,0,5726,1.0
48422,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:14,0,5726,1.0
48423,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:15,0,5726,1.0
48424,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:16,0,5726,1.0
48425,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:17,0,5726,1.0
48426,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:18,0,5726,1.0
48427,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:19,0,5726,1.0
48428,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:20,0,5726,1.0
48429,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:21,0,5726,1.0
48430,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:22,0,5726,1.0
48431,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:23,0,5726,1.0
48432,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:24,0,5726,1.0
48433,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:25,0,5726,1.0
48434,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:26,0,5726,1.0
48435,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:27,0,5726,1.0
48436,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:28,0,5726,1.0
48437,AD00053,AAA7109053,0,114.168096,26.57311,1,0,0,0,0,2018-09-11 10:44:29,0,5726,1.0
