,location_time,Unnamed: 0,Unnamed: 0.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-07 10:31:14,0,51778.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,3.0
1,2018-08-07 10:31:15,1,,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,
2,2018-08-07 10:31:16,2,,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,
3,2018-08-07 10:31:17,3,51779.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
4,2018-08-07 10:31:18,4,51780.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
5,2018-08-07 10:31:19,5,51781.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
6,2018-08-07 10:31:20,6,51782.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
7,2018-08-07 10:31:21,7,51783.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
8,2018-08-07 10:31:22,8,51784.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
9,2018-08-07 10:31:23,9,51785.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
10,2018-08-07 10:31:24,10,51786.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
11,2018-08-07 10:31:25,11,51787.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
12,2018-08-07 10:31:26,12,51788.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
13,2018-08-07 10:31:27,13,51789.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
14,2018-08-07 10:31:28,14,51790.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
15,2018-08-07 10:31:29,15,51791.0,AA00004,AAA9101004,0.0,115.898326,28.70113,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
16,2018-08-07 10:31:30,16,51792.0,AA00004,AAA9101004,0.0,115.898326,28.701130000000006,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
17,2018-08-07 10:31:31,17,51793.0,AA00004,AAA9101004,0.0,115.89832599999998,28.70113000000001,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
18,2018-08-07 10:31:32,18,51794.0,AA00004,AAA9101004,0.0,115.89832599999997,28.701130000000035,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
19,2018-08-07 10:31:33,19,51795.0,AA00004,AAA9101004,0.0,115.89832599999993,28.701130000000077,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
20,2018-08-07 10:31:34,20,51796.0,AA00004,AAA9101004,0.0,115.89832599999978,28.701130000000248,1.0,0.0,0.0,0.0,0.0,0.0,6154.0,1.0
