,location_time,Unnamed: 0,Unnamed: 0.1,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-08-02 01:10:23,0,17310.0,AA00004,AAA9101004,116.0,115.87448179965129,29.512117325526876,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,3.0
1,2018-08-02 01:10:24,1,,AA00004,AAA9101004,116.0,115.87448425630191,29.512113673666697,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,
2,2018-08-02 01:10:25,2,,AA00004,AAA9101004,116.0,115.87448671295252,29.51211002180652,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,
3,2018-08-02 01:10:26,3,17311.0,AA00004,AAA9101004,107.0,115.87448916960314,29.512106369946352,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,2.0
4,2018-08-02 01:10:27,4,,AA00004,AAA9101004,107.0,115.87450004967621,29.5121032231878,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,
5,2018-08-02 01:10:28,5,17312.0,AA00004,AAA9101004,110.0,115.87451092974928,29.51210007642925,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,1.0
6,2018-08-02 01:10:29,6,17313.0,AA00004,AAA9101004,110.0,115.87452171391182,29.5120997646385,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,1.0
7,2018-08-02 01:10:30,7,17314.0,AA00004,AAA9101004,110.0,115.87453347278841,29.512101862126123,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,1.0
8,2018-08-02 01:10:31,8,17315.0,AA00004,AAA9101004,106.0,115.87454860778959,29.51210513668665,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,1.0
9,2018-08-02 01:10:32,9,17316.0,AA00004,AAA9101004,106.0,115.87456047668522,29.512111328481016,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,1.0
10,2018-08-02 01:10:33,10,17317.0,AA00004,AAA9101004,108.0,115.87457299641304,29.51212479530026,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,1.0
11,2018-08-02 01:10:34,11,17318.0,AA00004,AAA9101004,105.0,115.87459233779234,29.51213661734037,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,1.0
12,2018-08-02 01:10:35,12,17319.0,AA00004,AAA9101004,88.0,115.87462033222151,29.512146551633343,1.0,0.0,0.0,0.0,0.0,11.0,5734.0,1.0
13,2018-08-02 01:10:36,13,17320.0,AA00004,AAA9101004,72.0,115.87464878023708,29.512157239076945,1.0,0.0,0.0,0.0,0.0,11.0,5734.0,1.0
14,2018-08-02 01:10:37,14,17321.0,AA00004,AAA9101004,44.0,115.87467556290508,29.51217371416916,1.0,0.0,0.0,0.0,0.0,0.0,5734.0,1.0
15,2018-08-02 01:10:38,15,17322.0,AA00004,AAA9101004,36.0,115.87470174880757,29.51219389494071,1.0,0.0,0.0,0.0,0.0,12.0,5734.0,1.0
16,2018-08-02 01:10:39,16,17323.0,AA00004,AAA9101004,27.0,115.87472349582886,29.512218028195893,1.0,0.0,0.0,0.0,0.0,13.0,5734.0,1.0
17,2018-08-02 01:10:40,17,17324.0,AA00004,AAA9101004,23.0,115.87474182388505,29.512246295870472,1.0,0.0,0.0,0.0,0.0,14.0,5734.0,1.0
18,2018-08-02 01:10:41,18,17325.0,AA00004,AAA9101004,19.0,115.87475581556816,29.512281794040252,1.0,0.0,0.0,0.0,0.0,16.0,5734.0,1.0
19,2018-08-02 01:10:42,19,17326.0,AA00004,AAA9101004,16.0,115.874769555451,29.512322472247714,1.0,0.0,0.0,0.0,0.0,17.0,5734.0,1.0
20,2018-08-02 01:10:43,20,17327.0,AA00004,AAA9101004,16.0,115.87478132308405,29.512369256453606,1.0,0.0,0.0,0.0,0.0,17.0,5734.0,1.0
21,2018-08-02 01:10:44,21,17328.0,AA00004,AAA9101004,12.0,115.87479080120369,29.51241366017673,1.0,0.0,0.0,0.0,0.0,16.0,5734.0,1.0
22,2018-08-02 01:10:45,22,17329.0,AA00004,AAA9101004,13.0,115.87480000790244,29.512456234626487,1.0,0.0,0.0,0.0,0.0,15.0,5734.0,1.0
23,2018-08-02 01:10:46,23,17330.0,AA00004,AAA9101004,13.0,115.87480922539085,29.512499129413964,1.0,0.0,0.0,0.0,0.0,16.0,5734.0,1.0
