,acc_state,Device Num,Direction Angle,Foot Brake,gps_speed,Hand Brake,lat,Left Turn Signals,lng,location_time,mileage,Right Turn Signals,Vehicleplatenumber,time_diff
54649,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54650,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54651,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54652,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54653,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54654,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54655,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54656,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54657,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54658,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54659,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54660,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54661,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54662,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54663,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54664,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54665,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54666,1,AAA7109003,12,0,0,0,27.412618,0,114.98504299999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54667,1,AAA7109003,357,0,0,0,27.41265,0,114.98504799999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54668,1,AAA7109003,3,0,0,0,27.412675,0,114.985055,2018-10-08 01:00:00,18417,0,AD00003,0.0
54669,1,AAA7109003,5,0,11,0,27.412705,0,114.985055,2018-10-08 01:00:00,18417,0,AD00003,0.0
54670,1,AAA7109003,7,0,14,0,27.412740000000003,0,114.98506,2018-10-08 01:00:00,18417,0,AD00003,0.0
54671,1,AAA7109003,4,0,17,0,27.412781,0,114.98506299999998,2018-10-08 01:00:00,18417,0,AD00003,0.0
54672,1,AAA7109003,4,0,20,0,27.412833000000003,0,114.98506599999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54673,1,AAA7109003,8,0,21,0,27.412885,0,114.98507099999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54674,1,AAA7109003,6,0,22,0,27.412993,0,114.98508600000001,2018-10-08 01:00:00,18417,0,AD00003,0.0
54675,1,AAA7109003,7,0,22,0,27.4131,0,114.98510300000001,2018-10-08 01:00:00,18417,0,AD00003,0.0
54676,1,AAA7109003,9,0,17,0,27.413196000000003,0,114.98512099999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54677,1,AAA7109003,8,0,20,0,27.413245,0,114.98513,2018-10-08 01:00:00,18417,0,AD00003,0.0
54678,1,AAA7109003,10,0,18,0,27.413290999999997,0,114.98513999999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54679,1,AAA7109003,9,0,16,0,27.413333,0,114.985146,2018-10-08 01:00:00,18417,0,AD00003,0.0
54680,1,AAA7109003,5,0,13,0,27.413397999999997,0,114.98516000000001,2018-10-08 01:00:00,18417,0,AD00003,0.0
54681,1,AAA7109003,4,0,15,0,27.413435999999997,0,114.985165,2018-10-08 01:00:00,18417,0,AD00003,0.0
54682,1,AAA7109003,4,0,16,0,27.413478,0,114.98516799999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54683,1,AAA7109003,8,0,17,0,27.413521000000003,0,114.985173,2018-10-08 01:00:00,18417,0,AD00003,0.0
54684,1,AAA7109003,7,0,19,0,27.41357,0,114.98516599999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54685,1,AAA7109003,9,0,22,0,27.413621000000003,0,114.985176,2018-10-08 01:00:00,18417,0,AD00003,0.0
54686,1,AAA7109003,10,0,23,0,27.413686,0,114.98518500000002,2018-10-08 01:00:00,18417,0,AD00003,0.0
54687,1,AAA7109003,9,0,26,0,27.41375,0,114.98519499999999,2018-10-08 01:00:00,18417,0,AD00003,0.0
54688,1,AAA7109003,9,0,30,0,27.413822999999997,0,114.985206,2018-10-08 01:00:00,18417,0,AD00003,0.0
54689,1,AAA7109003,9,0,33,0,27.413905,0,114.985221,2018-10-08 01:00:00,18417,0,AD00003,0.0
54690,1,AAA7109003,8,0,35,0,27.413990999999996,0,114.985235,2018-10-08 01:00:00,18417,0,AD00003,0.0
54691,1,AAA7109003,9,0,38,0,27.414084999999996,0,114.985248,2018-10-08 01:00:00,18417,0,AD00003,0.0
54692,1,AAA7109003,8,0,38,0,27.414181,0,114.98526100000001,2018-10-08 01:00:00,18417,0,AD00003,0.0
54693,1,AAA7109003,8,0,38,0,27.414276,0,114.985271,2018-10-08 01:00:00,18417,0,AD00003,0.0
54694,1,AAA7109003,7,0,38,0,27.414371000000003,0,114.985281,2018-10-08 01:00:00,18418,0,AD00003,0.0
54695,1,AAA7109003,7,0,37,0,27.414465000000003,0,114.985293,2018-10-08 01:00:00,18418,0,AD00003,1200.0
54696,1,AAA7109003,48,0,0,0,27.435995000000002,0,114.95398300000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54697,1,AAA7109003,48,0,0,0,27.435995000000002,0,114.95398300000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54698,1,AAA7109003,48,0,0,0,27.435995000000002,0,114.95398300000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54699,1,AAA7109003,48,0,0,0,27.435995000000002,0,114.95398300000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54700,1,AAA7109003,43,0,0,0,27.436003000000003,0,114.953988,2018-10-08 01:20:00,18427,0,AD00003,0.0
54701,1,AAA7109003,41,0,0,0,27.436018,0,114.954001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54702,1,AAA7109003,41,0,11,0,27.436040999999996,0,114.95402,2018-10-08 01:20:00,18427,0,AD00003,0.0
54703,1,AAA7109003,41,0,14,0,27.436068,0,114.95404599999999,2018-10-08 01:20:00,18427,0,AD00003,0.0
54704,1,AAA7109003,37,0,17,0,27.436101,0,114.954076,2018-10-08 01:20:00,18427,0,AD00003,0.0
54705,1,AAA7109003,36,0,20,0,27.43614,0,114.95411000000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54706,1,AAA7109003,38,0,23,0,27.436186,0,114.954151,2018-10-08 01:20:00,18427,0,AD00003,0.0
54707,1,AAA7109003,39,0,24,0,27.436231,0,114.954196,2018-10-08 01:20:00,18427,0,AD00003,0.0
54708,1,AAA7109003,39,0,24,0,27.436278,0,114.954241,2018-10-08 01:20:00,18427,0,AD00003,0.0
54709,1,AAA7109003,38,0,24,0,27.436325,0,114.95428600000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54710,1,AAA7109003,38,0,25,0,27.436375,0,114.95433100000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54711,1,AAA7109003,36,0,27,0,27.436429999999998,0,114.954376,2018-10-08 01:20:00,18427,0,AD00003,0.0
54712,1,AAA7109003,35,0,29,0,27.436488,0,114.95442,2018-10-08 01:20:00,18427,0,AD00003,0.0
54713,1,AAA7109003,34,0,33,0,27.436555,0,114.954471,2018-10-08 01:20:00,18427,0,AD00003,0.0
54714,1,AAA7109003,34,0,36,0,27.436626,0,114.954528,2018-10-08 01:20:00,18427,0,AD00003,0.0
54715,1,AAA7109003,33,0,38,0,27.436706,0,114.95458799999999,2018-10-08 01:20:00,18427,0,AD00003,0.0
54716,1,AAA7109003,33,0,41,0,27.436790999999996,0,114.95465300000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54717,1,AAA7109003,31,0,43,0,27.436883,0,114.954718,2018-10-08 01:20:00,18427,0,AD00003,0.0
54718,1,AAA7109003,32,0,44,0,27.436975,0,114.95478500000002,2018-10-08 01:20:00,18427,0,AD00003,0.0
54719,1,AAA7109003,32,0,44,0,27.437068,0,114.954851,2018-10-08 01:20:00,18427,0,AD00003,0.0
54720,1,AAA7109003,32,0,45,0,27.437163,0,114.95491799999999,2018-10-08 01:20:00,18427,0,AD00003,0.0
54721,1,AAA7109003,31,0,47,0,27.437261,0,114.954986,2018-10-08 01:20:00,18427,0,AD00003,0.0
54722,1,AAA7109003,32,0,48,0,27.437363,0,114.95506,2018-10-08 01:20:00,18427,0,AD00003,0.0
54723,1,AAA7109003,33,0,50,0,27.437468,0,114.95513600000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54724,1,AAA7109003,35,0,51,0,27.437571000000002,0,114.95522,2018-10-08 01:20:00,18427,0,AD00003,0.0
54725,1,AAA7109003,37,0,53,0,27.437678000000002,0,114.95531000000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54726,1,AAA7109003,39,0,53,0,27.43778,0,114.955403,2018-10-08 01:20:00,18427,0,AD00003,0.0
54727,1,AAA7109003,40,0,53,0,27.437881,0,114.9555,2018-10-08 01:20:00,18427,0,AD00003,0.0
54728,1,AAA7109003,42,0,54,0,27.437981,0,114.955603,2018-10-08 01:20:00,18427,0,AD00003,0.0
54729,1,AAA7109003,45,0,56,0,27.438081,0,114.95571299999999,2018-10-08 01:20:00,18427,0,AD00003,0.0
54730,1,AAA7109003,50,0,58,0,27.438270000000003,0,114.955951,2018-10-08 01:20:00,18427,0,AD00003,0.0
54731,1,AAA7109003,52,0,58,0,27.43836,0,114.956076,2018-10-08 01:20:00,18427,0,AD00003,0.0
54732,1,AAA7109003,52,0,58,0,27.438447999999998,0,114.95620600000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54733,1,AAA7109003,52,0,59,0,27.438538,0,114.95633799999999,2018-10-08 01:20:00,18427,0,AD00003,0.0
54734,1,AAA7109003,51,0,61,0,27.438721,0,114.956603,2018-10-08 01:20:00,18427,0,AD00003,0.0
54735,1,AAA7109003,50,0,61,0,27.438817999999998,0,114.95673300000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54736,1,AAA7109003,48,0,60,0,27.438918,0,114.956861,2018-10-08 01:20:00,18427,0,AD00003,0.0
54737,1,AAA7109003,47,0,60,0,27.439021,0,114.956988,2018-10-08 01:20:00,18427,0,AD00003,0.0
54738,1,AAA7109003,46,0,61,0,27.439126,0,114.95711299999999,2018-10-08 01:20:00,18427,0,AD00003,0.0
54739,1,AAA7109003,45,0,63,0,27.439238,0,114.95724299999999,2018-10-08 01:20:00,18427,0,AD00003,0.0
54740,1,AAA7109003,44,0,64,0,27.439351000000002,0,114.957371,2018-10-08 01:20:00,18427,0,AD00003,0.0
54741,1,AAA7109003,43,0,64,0,27.439465999999996,0,114.95749599999999,2018-10-08 01:20:00,18427,0,AD00003,0.0
54742,1,AAA7109003,42,0,64,0,27.439586,0,114.957618,2018-10-08 01:20:00,18427,0,AD00003,0.0
54743,1,AAA7109003,41,0,65,0,27.439711,0,114.95773799999999,2018-10-08 01:20:00,18427,0,AD00003,0.0
54744,1,AAA7109003,40,0,66,0,27.439838,0,114.957856,2018-10-08 01:20:00,18427,0,AD00003,0.0
54745,1,AAA7109003,40,0,67,0,27.439966,0,114.957978,2018-10-08 01:20:00,18427,0,AD00003,0.0
54746,1,AAA7109003,41,0,67,0,27.440093,0,114.95810300000001,2018-10-08 01:20:00,18427,0,AD00003,0.0
54747,1,AAA7109003,43,0,67,0,27.440215999999996,0,114.958233,2018-10-08 01:20:00,18427,0,AD00003,0.0
54748,1,AAA7109003,46,0,67,0,27.440333000000003,0,114.958366,2018-10-08 01:20:00,18428,0,AD00003,0.0
54749,1,AAA7109003,50,0,66,0,27.440438,0,114.958505,2018-10-08 01:20:00,18428,0,AD00003,0.0
54750,1,AAA7109003,54,0,65,0,27.440534999999997,0,114.958651,2018-10-08 01:20:00,18428,0,AD00003,0.0
54751,1,AAA7109003,58,0,64,0,27.440620000000003,0,114.958801,2018-10-08 01:20:00,18428,0,AD00003,0.0
54752,1,AAA7109003,61,0,63,0,27.440695,0,114.958955,2018-10-08 01:20:00,18428,0,AD00003,60.0
54753,1,AAA7109003,65,0,64,0,27.440761,0,114.959115,2018-10-08 01:21:00,18428,0,AD00003,0.0
54754,1,AAA7109003,69,0,65,0,27.440820000000002,0,114.95928500000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54755,1,AAA7109003,72,0,66,0,27.44087,0,114.959461,2018-10-08 01:21:00,18428,0,AD00003,0.0
54756,1,AAA7109003,75,0,67,0,27.440911,0,114.95964599999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54757,1,AAA7109003,77,0,69,0,27.440948,0,114.95983500000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54758,1,AAA7109003,79,0,70,0,27.440976000000003,0,114.960026,2018-10-08 01:21:00,18428,0,AD00003,0.0
54759,1,AAA7109003,80,0,72,0,27.441003000000002,0,114.96021299999998,2018-10-08 01:21:00,18428,0,AD00003,0.0
54760,1,AAA7109003,81,0,73,0,27.441046000000004,0,114.96061599999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54761,1,AAA7109003,81,0,73,0,27.441071,0,114.960816,2018-10-08 01:21:00,18428,0,AD00003,0.0
54762,1,AAA7109003,81,0,74,0,27.441096,0,114.96101999999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54763,1,AAA7109003,81,0,74,0,27.441121000000003,0,114.961225,2018-10-08 01:21:00,18428,0,AD00003,0.0
54764,1,AAA7109003,80,0,74,0,27.44115,0,114.961428,2018-10-08 01:21:00,18428,0,AD00003,0.0
54765,1,AAA7109003,80,0,74,0,27.441178000000004,0,114.96163500000002,2018-10-08 01:21:00,18428,0,AD00003,0.0
54766,1,AAA7109003,80,0,74,0,27.441209999999998,0,114.961836,2018-10-08 01:21:00,18428,0,AD00003,0.0
54767,1,AAA7109003,80,0,74,0,27.441246000000003,0,114.96203,2018-10-08 01:21:00,18428,0,AD00003,0.0
54768,1,AAA7109003,78,0,73,0,27.441285999999998,0,114.962218,2018-10-08 01:21:00,18428,0,AD00003,0.0
54769,1,AAA7109003,77,0,72,0,27.441322999999997,0,114.962415,2018-10-08 01:21:00,18428,0,AD00003,0.0
54770,1,AAA7109003,75,0,71,0,27.441366,0,114.962608,2018-10-08 01:21:00,18428,0,AD00003,0.0
54771,1,AAA7109003,74,0,71,0,27.441409999999998,0,114.96280300000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54772,1,AAA7109003,72,0,71,0,27.44146,0,114.96299499999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54773,1,AAA7109003,71,0,71,0,27.441515999999996,0,114.96318600000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54774,1,AAA7109003,68,0,72,0,27.44158,0,114.963375,2018-10-08 01:21:00,18428,0,AD00003,0.0
54775,1,AAA7109003,67,0,73,0,27.441647999999997,0,114.963563,2018-10-08 01:21:00,18428,0,AD00003,0.0
54776,1,AAA7109003,65,0,72,0,27.441723,0,114.96375,2018-10-08 01:21:00,18428,0,AD00003,0.0
54777,1,AAA7109003,64,0,73,0,27.441801,0,114.96393799999998,2018-10-08 01:21:00,18428,0,AD00003,0.0
54778,1,AAA7109003,64,0,73,0,27.441881,0,114.964125,2018-10-08 01:21:00,18428,0,AD00003,0.0
54779,1,AAA7109003,63,0,73,0,27.441961,0,114.96431100000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54780,1,AAA7109003,63,0,72,0,27.442040999999996,0,114.964495,2018-10-08 01:21:00,18428,0,AD00003,0.0
54781,1,AAA7109003,63,0,71,0,27.442120000000003,0,114.964675,2018-10-08 01:21:00,18428,0,AD00003,0.0
54782,1,AAA7109003,64,0,68,0,27.442195,0,114.964848,2018-10-08 01:21:00,18428,0,AD00003,0.0
54783,1,AAA7109003,63,0,66,0,27.442265999999996,0,114.965015,2018-10-08 01:21:00,18428,0,AD00003,0.0
54784,1,AAA7109003,63,0,64,0,27.442338,0,114.96517800000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54785,1,AAA7109003,64,0,63,0,27.442406,0,114.96533600000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54786,1,AAA7109003,64,0,62,0,27.442475,0,114.965493,2018-10-08 01:21:00,18428,0,AD00003,0.0
54787,1,AAA7109003,63,0,60,0,27.442541,0,114.965645,2018-10-08 01:21:00,18428,0,AD00003,0.0
54788,1,AAA7109003,63,0,57,0,27.442605,0,114.96578600000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54789,1,AAA7109003,63,0,55,0,27.442665,0,114.965926,2018-10-08 01:21:00,18428,0,AD00003,0.0
54790,1,AAA7109003,65,0,52,0,27.442721000000002,0,114.96606000000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54791,1,AAA7109003,65,0,48,0,27.442771,0,114.966183,2018-10-08 01:21:00,18428,0,AD00003,0.0
54792,1,AAA7109003,65,0,44,0,27.442818,0,114.966296,2018-10-08 01:21:00,18428,0,AD00003,0.0
54793,1,AAA7109003,64,0,42,0,27.442863,0,114.96640500000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54794,1,AAA7109003,64,0,39,0,27.442906,0,114.96650600000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54795,1,AAA7109003,64,0,35,0,27.442946000000003,0,114.966595,2018-10-08 01:21:00,18428,0,AD00003,0.0
54796,1,AAA7109003,65,0,30,0,27.442978000000004,0,114.96667099999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54797,1,AAA7109003,64,0,24,0,27.443005,0,114.96673100000001,2018-10-08 01:21:00,18428,0,AD00003,0.0
54798,1,AAA7109003,63,0,14,0,27.443040999999997,0,114.966815,2018-10-08 01:21:00,18428,0,AD00003,0.0
54799,1,AAA7109003,61,0,12,0,27.443056,0,114.96684599999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54800,1,AAA7109003,61,0,0,0,27.443065999999998,0,114.96687,2018-10-08 01:21:00,18428,0,AD00003,0.0
54801,1,AAA7109003,58,0,0,0,27.443078000000003,0,114.96688999999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54802,1,AAA7109003,58,0,0,0,27.443078000000003,0,114.966895,2018-10-08 01:21:00,18428,0,AD00003,0.0
54803,1,AAA7109003,58,0,0,0,27.443078000000003,0,114.96689599999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54804,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54805,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54806,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54807,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:21:00,18428,0,AD00003,0.0
54808,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:21:00,18428,0,AD00003,60.0
54809,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54810,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54811,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54812,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54813,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54814,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54815,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54816,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54817,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54818,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54819,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54820,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54821,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
54822,1,AAA7109003,58,0,0,0,27.443081,0,114.96689599999999,2018-10-08 01:22:00,18428,0,AD00003,0.0
