,location_time,Unnamed: 0,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,gps_speed,mileage,time_diff
0,2018-09-10 10:32:43,40220.0,AD00083,AAA9101083,199.0,114.60688929003796,27.387512052650628,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
1,2018-09-10 10:32:44,40221.0,AD00083,AAA9101083,199.0,114.60689117043403,27.387515047871233,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
2,2018-09-10 10:32:45,40222.0,AD00083,AAA9101083,199.0,114.60689475890233,27.387516653603264,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
3,2018-09-10 10:32:46,40223.0,AD00083,AAA9101083,199.0,114.60690529227205,27.387513375773114,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,2.0
4,2018-09-10 10:32:47,,AD00083,AAA9101083,199.0,114.60690749607224,27.38751064632725,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,
5,2018-09-10 10:32:48,40224.0,AD00083,AAA9101083,199.0,114.60690969987242,27.387507916881386,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
6,2018-09-10 10:32:49,40225.0,AD00083,AAA9101083,199.0,114.60691000633216,27.387505066136427,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
7,2018-09-10 10:32:50,40226.0,AD00083,AAA9101083,199.0,114.6069088626833,27.387502311907628,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
8,2018-09-10 10:32:51,40227.0,AD00083,AAA9101083,199.0,114.60690605929193,27.38750293155992,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
9,2018-09-10 10:32:52,40228.0,AD00083,AAA9101083,199.0,114.60690334242815,27.387506370033076,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
10,2018-09-10 10:32:53,40229.0,AD00083,AAA9101083,199.0,114.60690112528668,27.387510348513793,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
11,2018-09-10 10:32:54,40230.0,AD00083,AAA9101083,199.0,114.60689909098228,27.387513376248485,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,2.0
12,2018-09-10 10:32:55,,AD00083,AAA9101083,199.0,114.60689864880223,27.387514034362322,1.0,0.0,0.0,0.0,0.0,0.0,12491.0,
13,2018-09-10 10:32:56,40231.0,AD00083,AAA9101083,199.0,114.60689820662218,27.38751469247616,0.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
14,2018-09-10 10:32:57,40232.0,AD00083,AAA9101083,199.0,114.60689806597607,27.387514901805247,0.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
15,2018-09-10 10:32:58,40233.0,AD00083,AAA9101083,199.0,114.6068980216121,27.387514967833877,0.0,0.0,0.0,0.0,0.0,0.0,12491.0,1.0
16,2018-09-10 10:32:59,40234.0,AD00083,AAA9101083,199.0,114.60689800878774,27.387514986920884,0.0,0.0,0.0,0.0,0.0,0.0,12491.0,3295.0
