,vehicleplatenumber,device_num,direction_angle,lng,lat,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,mileage,time_diff
37916,AF00131,AAA9102131,52,116.232261,27.553661,1,0,0,0,0,2018-09-12 03:40:17,0,13035,3.0
37917,AF00131,AAA9102131,52,116.232263,27.55366,1,0,0,0,0,2018-09-12 03:40:20,0,13035,1.0
37918,AF00131,AAA9102131,52,116.23226499999998,27.553663,1,0,0,0,0,2018-09-12 03:40:21,0,13035,2.0
37919,AF00131,AAA9102131,52,116.23227,27.553665,1,0,0,0,0,2018-09-12 03:40:23,0,13035,1.0
37920,AF00131,AAA9102131,52,116.232293,27.553676,1,0,0,0,0,2018-09-12 03:40:24,0,13035,1.0
37921,AF00131,AAA9102131,52,116.232301,27.553681,1,0,0,0,0,2018-09-12 03:40:25,0,13035,1.0
37922,AF00131,AAA9102131,52,116.232308,27.553678,1,0,0,0,0,2018-09-12 03:40:26,0,13035,1.0
37923,AF00131,AAA9102131,52,116.232313,27.553681,1,0,0,0,0,2018-09-12 03:40:27,0,13035,1.0
37924,AF00131,AAA9102131,52,116.232318,27.553681,1,0,0,0,0,2018-09-12 03:40:28,0,13035,1.0
37925,AF00131,AAA9102131,52,116.232325,27.553686,1,0,0,0,0,2018-09-12 03:40:29,0,13035,1.0
37926,AF00131,AAA9102131,79,116.232335,27.553690000000003,1,0,0,0,0,2018-09-12 03:40:30,0,13035,1.0
37927,AF00131,AAA9102131,90,116.232351,27.553693,1,0,0,0,0,2018-09-12 03:40:31,0,13035,1.0
37928,AF00131,AAA9102131,111,116.232376,27.55368,1,0,0,0,0,2018-09-12 03:40:32,0,13035,1.0
37929,AF00131,AAA9102131,111,116.232411,27.553648,1,0,0,0,0,2018-09-12 03:40:33,0,13035,2.0
37930,AF00131,AAA9102131,111,116.23242,27.553631,1,0,0,0,0,2018-09-12 03:40:35,0,13035,1.0
37931,AF00131,AAA9102131,111,116.23241000000002,27.553626,1,0,0,0,0,2018-09-12 03:40:36,0,13035,1.0
37932,AF00131,AAA9102131,353,116.232391,27.55363,1,0,0,0,0,2018-09-12 03:40:37,0,13035,1.0
